   # lambda  flux(e-/s)    stddev 
   9971.538     0.11534   0.03729 
   9972.624     0.02554   0.06888 
   9973.710     0.02282   0.08215 
   9974.796    -0.09251   0.09404 
   9975.882     0.16197   0.09458 
   9976.968     0.21063   0.07892 
   9978.054     0.14748   0.05092 
   9979.140    -0.04397   0.04884 
   9980.226    -0.04660   0.06175 
   9981.312     0.06054   0.05277 
   9982.398     0.10932   0.04939 
   9983.484    -0.03894   0.04257 
   9984.570     0.01662   0.03738 
   9985.656     0.10655   0.03459 
   9986.742     0.02547   0.03036 
   9987.828    -0.03909   0.03035 
   9988.914    -0.07041   0.03200 
   9990.000     0.06269   0.03038 
   9991.086     0.02229       nan 
   9992.172     0.03659       nan 
   9993.258     0.05407   0.03809 
   9994.344    -0.01497   0.03150 
   9995.430     0.01590   0.03491 
   9996.516     0.03417   0.03041 
   9997.602     0.05474   0.02918 
   9998.688    -0.01235   0.02926 
   9999.774     0.06999   0.03699 
  10000.860     0.07170       nan 
  10001.946     0.06143   0.08632 
  10003.032     0.15927   0.08385 
  10004.118    -0.00967   0.07795 
  10005.204    -0.01143   0.05382 
  10006.290     0.02967   0.03715 
  10007.376     0.03106   0.03368 
  10008.462     0.05584   0.03516 
  10009.548     0.06432   0.03105 
  10010.633     0.04822   0.03383 
  10011.719    -0.05667   0.05636 
  10012.805     0.03152   0.09889 
  10013.891     0.40999   0.18972 
  10014.977     0.71217   0.25840 
  10016.063     0.24369   0.30902 
  10017.149     0.23343   0.22776 
  10018.235     0.01584   0.12258 
  10019.321     0.11036   0.08375 
  10020.407     0.10565   0.03552 
  10021.493     0.03016   0.03673 
  10022.579     0.10799   0.04543 
  10023.665    -0.09657   0.04758 
  10024.751    -0.00065   0.05173 
  10025.837     0.25647   0.08232 
  10026.923     0.01474   0.15543 
  10028.009    -0.03485   0.14825 
  10029.095     0.07497   0.13924 
  10030.181     0.11014   0.09504 
  10031.267    -0.07454   0.04546 
  10032.353     0.09192   0.03562 
  10033.439     0.04760   0.03290 
  10034.525     0.21026   0.03241 
  10035.611     0.15226   0.03281 
  10036.697    -0.01928   0.03723 
  10037.783    -0.08093   0.04048 
  10038.869     0.00401   0.04208 
  10039.955    -0.09827   0.04164 
  10041.041    -0.03939   0.03908 
  10042.127     0.07639   0.03831 
  10043.213     0.06776   0.04322 
  10044.299    -0.06400   0.06683 
  10045.385    -0.04063   0.09204 
  10046.471     0.20992   0.08482 
  10047.557     0.15265   0.08162 
  10048.643     0.09793   0.06273 
  10049.729     0.01290   0.04193 
  10050.814    -0.02524   0.03010 
  10051.900     0.01275   0.04265 
  10052.986     0.08703   0.03130 
  10054.072    -0.02375   0.03000 
  10055.158     0.07324   0.03133 
  10056.244     0.04812   0.02916 
  10057.330     0.04589   0.02910 
  10058.416    -0.01228   0.03096 
  10059.502     0.01433   0.04279 
  10060.588     0.06280   0.06953 
  10061.674     0.12723   0.09867 
  10062.760     0.15904   0.11250 
  10063.846     0.05781   0.14910 
  10064.932     0.06354   0.14730 
  10066.018     0.23039   0.06048 
  10067.104     0.09032   0.04981 
  10068.190    -0.00775   0.06059 
  10069.276     0.00652   0.05794 
  10070.362    -0.07509   0.06241 
  10071.448    -0.00302   0.07410 
  10072.534    -0.00507   0.07994 
  10073.620    -0.05894   0.07771 
  10074.706     0.01916   0.07525 
  10075.792     0.02708   0.05694 
  10076.878    -0.03577   0.03863 
  10077.964    -0.04768   0.03437 
  10079.050     0.01822   0.03537 
  10080.136    -0.01776   0.05785 
  10081.222    -0.00277   0.05402 
  10082.308    -0.02612   0.09363 
  10083.394    -0.12483   0.15449 
  10084.480     0.01368   0.18083 
  10085.566     0.08696   0.18744 
  10086.652     0.00165   0.21348 
  10087.738    -0.06044   0.08183 
  10088.824     0.09625   0.03756 
  10089.910     0.01577   0.03289 
  10090.995    -0.03174   0.03302 
  10092.081     0.02644   0.03320 
  10093.167     0.04376   0.03277 
  10094.253    -0.01078   0.03257 
  10095.339    -0.07893   0.03286 
  10096.425    -0.05648   0.03517 
  10097.511     0.00112   0.04168 
  10098.597     0.03880   0.04485 
  10099.683     0.12379   0.04290 
  10100.769     0.06372   0.04180 
  10101.855     0.10611   0.04223 
  10102.941     0.09036   0.04387 
  10104.027     0.04736   0.07140 
  10105.113    -0.11157   0.11647 
  10106.199    -0.02866   0.12132 
  10107.285    -0.20720   0.12753 
  10108.371     0.19951   0.08711 
  10109.457     0.08505   0.04042 
  10110.543     0.02691   0.03203 
  10111.629     0.00545   0.07698 
  10112.715     0.00291   0.04890 
  10113.801     0.04683   0.03531 
  10114.887     0.01539   0.03107 
  10115.973     0.00447   0.03208 
  10117.059     0.02027   0.03368 
  10118.145     0.07738       nan 
  10119.231     0.07279   0.03137 
  10120.317     0.12874   0.03199 
  10121.403     0.21118   0.03877 
  10122.489     0.06063   0.04018 
  10123.575     0.13325   0.05835 
  10124.661     0.16624   0.13590 
  10125.747    -0.04859   0.20846 
  10126.833     0.19136   0.22616 
  10127.919    -0.03205   0.20898 
  10129.005    -0.03253   0.28967 
  10130.090     0.10433   0.04586 
  10131.176     0.05854   0.03581 
  10132.262     0.00064   0.04191 
  10133.348     0.01299   0.05580 
  10134.434     0.10829   0.05017 
  10135.520     0.09282   0.05057 
  10136.606     0.08739   0.05187 
  10137.692    -0.01470   0.04819 
  10138.778     0.03146   0.03811 
  10139.864    -0.06311   0.03550 
  10140.950    -0.02519   0.03581 
  10142.036     0.15621   0.03494 
  10143.122     0.12684   0.04423 
  10144.208     0.10504   0.04530 
  10145.294     0.19781   0.05548 
  10146.380     0.06324   0.05987 
  10147.466    -0.17125   0.06725 
  10148.552    -0.15866   0.06143 
  10149.638    -0.16986   0.08629 
  10150.724    -0.02480   0.53828 
  10151.810     0.04905   0.06377 
  10152.896     0.09380   0.07245 
  10153.982     0.17513   0.11329 
  10155.068     0.20455   0.12587 
  10156.154    -0.07737   0.12728 
  10157.240    -0.06054   0.11811 
  10158.326     0.06851   0.25138 
  10159.412     0.00249   0.09555 
  10160.498     0.07568   0.08591 
  10161.584     0.18842   0.16159 
  10162.670     0.14395   0.09803 
  10163.756     0.14562   0.05802 
  10164.842     0.07124   0.05528 
  10165.928     0.01426   0.06820 
  10167.014     0.23385   0.07989 
  10168.100     0.11729   0.08112 
  10169.186     0.06812   0.06332 
  10170.271    -0.01031   0.05211 
  10171.357     0.20407   0.06581 
  10172.443     0.34092   0.14610 
  10173.529     0.14157   0.22525 
  10174.615     0.30216   0.24069 
  10175.701     0.16524   0.25109 
  10176.787     0.19491   0.13826 
  10177.873     0.01463   0.05163 
  10178.959     0.24023   0.03640 
  10180.045     0.10161   0.03720 
  10181.131    -0.00870   0.05841 
  10182.217     0.11675   0.08711 
  10183.303     0.07789   0.09519 
  10184.389     0.08658   0.13518 
  10185.475    -0.00900   0.08860 
  10186.561     0.08667   0.05787 
  10187.647     0.06915   0.04635 
  10188.733     0.08142   0.05020 
  10189.819     0.04280   0.08858 
  10190.905    -0.12379   0.17590 
  10191.991     0.01591   0.18747 
  10193.077     0.26681   0.20838 
  10194.163     0.12924   0.19941 
  10195.249     0.12650   0.07233 
  10196.335     0.03901   0.04724 
  10197.421     0.08966   0.04551 
  10198.507    -0.06000   0.04433 
  10199.593    -0.01571   0.04408 
  10200.679    -0.00003   0.04397 
  10201.765    -0.05498   0.06743 
  10202.851     0.01493   0.05864 
  10203.937    -0.03077   0.09885 
  10205.023    -0.28622   0.11996 
  10206.109    -0.21712   0.11999 
  10207.195    -0.08944   0.11585 
  10208.281    -0.08248   0.12776 
  10209.367    -0.15818   0.09177 
  10210.452    -0.01265   0.10903 
  10211.538     0.28014   0.15876 
  10212.624    -0.05761   0.22917 
  10213.710    -0.40799   0.21619 
  10214.796    -0.26219   0.20608 
  10215.882    -0.15051   0.14099 
  10216.968     0.01106   0.05214 
  10218.054     0.12436   0.04142 
  10219.140     0.12716   0.04754 
  10220.226     0.00323   0.03838 
  10221.312     0.10951   0.04087 
  10222.398    -0.01185   0.04505 
  10223.484     0.10547   0.04347 
  10224.570     0.10930   0.04416 
  10225.656     0.08092   0.06001 
  10226.742    -0.15340   0.12295 
  10227.828    -0.31062   0.15041 
  10228.914    -0.09982   0.14837 
  10230.000     0.05101   0.17566 
  10231.086     0.11293   0.14245 
  10232.172     0.20577   0.12933 
  10233.258     0.27973   0.12890 
  10234.344     0.48323   0.12558 
  10235.430     0.24309   0.09639 
  10236.516     0.11670   0.05027 
  10237.602     0.22078   0.04140 
  10238.688     0.13221   0.04772 
  10239.774     0.10245   0.07341 
  10240.860     0.00749   0.03549 
  10241.946     0.04875   0.03459 
  10243.032     0.04156   0.03447 
  10244.118     0.03554   0.03525 
  10245.204     0.01265   0.03513 
  10246.290     0.10124   0.03533 
  10247.376     0.13313   0.03545 
  10248.462     0.13678   0.03344 
  10249.548     0.17758   0.03237 
  10250.633     0.16199   0.03243 
  10251.719     0.04325   0.03285 
  10252.805     0.04672   0.03673 
  10253.891     0.12695   0.03296 
  10254.977     0.07367   0.03341 
  10256.063     0.12604   0.03632 
  10257.149     0.10809   0.04299 
  10258.235     0.08853   0.04036 
  10259.321     0.21665   0.04035 
  10260.407     0.02676   0.04275 
  10261.493     0.00380   0.04100 
  10262.579     0.11384   0.04295 
  10263.665     0.04788   0.03675 
  10264.751     0.13048   0.03742 
  10265.837     0.08746   0.03851 
  10266.923     0.12590   0.04534 
  10268.009     0.30048   0.04305 
  10269.095     0.03973   0.04435 
  10270.181     0.04658   0.11639 
  10271.267    -0.02574   0.06901 
  10272.353     0.05251   0.08550 
  10273.439     0.30215   0.08456 
  10274.525     0.29047   0.09157 
  10275.611     0.13614   0.07804 
  10276.697     0.17105   0.04920 
  10277.783     0.11066   0.06153 
  10278.869     0.08661   0.04631 
  10279.955     0.06885   0.04087 
  10281.041     0.09828   0.04012 
  10282.127     0.13357   0.03878 
  10283.213     0.17780   0.03984 
  10284.299     0.03160   0.06413 
  10285.385     0.18088   0.08107 
  10286.471    -0.09052   0.16905 
  10287.557     0.21965   0.30459 
  10288.643     0.61509   0.38942 
  10289.729    -1.27820   0.50351 
  10290.814    -0.73575   0.36872 
  10291.900     0.16329   0.15236 
  10292.986     0.07873   0.08139 
  10294.072     0.02660   0.07014 
  10295.158    -0.04496   0.07341 
  10296.244     0.21562   0.10856 
  10297.330     0.34258   0.19797 
  10298.416     0.20108   0.21812 
  10299.502     0.11394   0.20978 
  10300.588     0.08152   0.19139 
  10301.674     0.12109   0.06723 
  10302.760     0.10044   0.04262 
  10303.846     0.08026   0.05127 
  10304.932     0.08031   0.04580 
  10306.018     0.06718   0.06197 
  10307.104     0.09220   0.05329 
  10308.190     0.13283   0.07003 
  10309.276     0.21934   0.07266 
  10310.362     0.32898   0.09280 
  10311.448     0.11562   0.11180 
  10312.534     0.13012   0.11345 
  10313.620     0.24846   0.11444 
  10314.706     0.22086   0.28532 
  10315.792     0.14153   0.06625 
  10316.878     0.14049   0.03838 
  10317.964    -0.07129   0.03890 
  10319.050     0.04115   0.03952 
  10320.136     0.02831   0.03722 
  10321.222    -0.01338   0.03700 
  10322.308     0.03712   0.03423 
  10323.394     0.09005   0.04522 
  10324.480     0.20668   0.04362 
  10325.566     0.16666   0.05119 
  10326.652     0.02233   0.06460 
  10327.738     0.06706   0.06370 
  10328.824     0.21143   0.06220 
  10329.910     0.04708   0.07399 
  10330.995    -0.01758   0.07462 
  10332.081     0.02945   0.05522 
  10333.167     0.09758   0.04224 
  10334.253     0.13487   0.03509 
  10335.339     0.11705   0.03481 
  10336.425     0.09368   0.03615 
  10337.511     0.03869   0.06259 
  10338.597     0.16741   0.03606 
  10339.683     0.17799   0.04029 
  10340.769     0.04695   0.05971 
  10341.855     0.06884   0.07618 
  10342.941     0.17929   0.08833 
  10344.027    -0.06802   0.07015 
  10345.113    -0.10568   0.06118 
  10346.199     0.03527   0.05418 
  10347.285    -0.01737   0.06762 
  10348.371     0.15528   0.14236 
  10349.457     0.00383   0.20150 
  10350.543     0.29555   0.16696 
  10351.629     0.09375   0.16089 
  10352.715     0.03636   0.08544 
  10353.801     0.03136   0.05632 
  10354.887     0.06598   0.07067 
  10355.973     0.08780   0.08188 
  10357.059     0.18970   0.08309 
  10358.145     0.17249   0.10117 
  10359.231     0.22521   0.06932 
  10360.317     0.01551   0.03924 
  10361.403     0.00150   0.03606 
  10362.489     0.05017   0.03606 
  10363.575     0.02415   0.03663 
  10364.661     0.06931   0.03745 
  10365.747     0.01077   0.03611 
  10366.833     0.15265   0.03632 
  10367.919     0.15686   0.04189 
  10369.005     0.06322   0.03830 
  10370.090    -0.03644   0.03882 
  10371.176     0.02824   0.04122 
  10372.262     0.25382   0.06607 
  10373.348    -0.03967   0.16915 
  10374.434    -0.07944   0.28316 
  10375.520     0.16544   0.29529 
  10376.606     0.10431   0.29391 
  10377.692    -0.41162   0.21532 
  10378.778    -0.08409   0.07114 
  10379.864    -0.03912   0.05012 
  10380.950    -0.05074   0.04497 
  10382.036     0.07125   0.04337 
  10383.122     0.05587   0.04828 
  10384.208     0.13915   0.04303 
  10385.294     0.15810   0.04166 
  10386.380     0.09888   0.03994 
  10387.466     0.09367   0.04448 
  10388.552     0.05002   0.03924 
  10389.638     0.02776   0.03933 
  10390.724    -0.06217   0.05903 
  10391.810    -0.00613   0.04390 
  10392.896     0.11850   0.04062 
  10393.982     0.10410   0.04564 
  10395.068     0.07159   0.04601 
  10396.154     0.30407   0.05290 
  10397.240     0.32055   0.12185 
  10398.326    -0.03099   0.18446 
  10399.412    -0.04931   0.18963 
  10400.498     0.09613   0.19896 
  10401.584     0.32557   0.11161 
  10402.670     0.09437   0.05071 
  10403.756    -0.06492   0.04173 
  10404.842     0.12417   0.04218 
  10405.928     0.05475   0.04238 
  10407.014     0.07085   0.04126 
  10408.100     0.07026   0.04160 
  10409.186     0.06963   0.10298 
  10410.271     0.15651   0.07366 
  10411.357     0.03880   0.05492 
  10412.443    -0.12798   0.05429 
  10413.529     0.00078   0.04667 
  10414.615    -0.03651   0.17470 
  10415.701     0.15256   0.04785 
  10416.787    -0.03451   0.05463 
  10417.873     0.11791   0.07333 
  10418.959     0.33066   0.18570 
  10420.045     0.40053   0.31116 
  10421.131     0.23036   0.32945 
  10422.217    -0.11206   0.31550 
  10423.303     0.18656   0.20492 
  10424.389     0.12966   0.08307 
  10425.475     0.17134   0.06255 
  10426.561     0.26863   0.06014 
  10427.647     0.19828   0.05414 
  10428.733     0.13426   0.05182 
  10429.819     0.13332   0.06047 
  10430.905     0.00500   0.10037 
  10431.991     0.20701   0.06734 
  10433.077     0.15494   0.06522 
  10434.163     0.10122   0.05216 
  10435.249     0.10565   0.05304 
  10436.335     0.07609   0.04093 
  10437.421    -0.01836   0.03674 
  10438.507    -0.06234   0.04785 
  10439.593     0.06632   0.05361 
  10440.679     0.09666   0.03906 
  10441.765     0.07756   0.03715 
  10442.851     0.07350   0.04248 
  10443.937     0.11526   0.03668 
  10445.023     0.10924   0.03615 
  10446.109     0.20832   0.03805 
  10447.195     0.08181   0.05911 
  10448.281     0.05019   0.04188 
  10449.367     0.09195   0.04365 
  10450.452     0.20552   0.06444 
  10451.538    -0.32513   0.18208 
  10452.624    -0.09242   0.20391 
  10453.710     0.21858   0.18262 
  10454.796     0.05953   0.15690 
  10455.882     0.13595   0.07625 
  10456.968     0.11690   0.04175 
  10458.054     0.05185   0.03729 
  10459.140     0.08434   0.04024 
  10460.226     0.13889   0.03685 
  10461.312     0.06545   0.03607 
  10462.398     0.00473   0.03777 
  10463.484     0.06933   0.03761 
  10464.570     0.13448   0.03784 
  10465.656     0.21191       nan 
  10466.742     0.12894   0.05277 
  10467.828     0.09027   0.04480 
  10468.914     0.20946   0.09965 
  10470.000     0.15190   0.20907 
  10471.086     0.58176   0.27604 
  10472.172     0.70324   0.26220 
  10473.258     0.08739   0.26754 
  10474.344     0.36791   0.12330 
  10475.430     0.06744   0.05069 
  10476.516     0.13205   0.04301 
  10477.602     0.19632   0.04013 
  10478.688     0.15271   0.03880 
  10479.774     0.08082   0.04028 
  10480.860     0.09039   0.03754 
  10481.946    -0.02319   0.03808 
  10483.032     0.01569   0.06539 
  10484.118     0.02783   0.04860 
  10485.204     0.04146   0.03859 
  10486.290     0.15982   0.03948 
  10487.376     0.10083   0.04858 
  10488.462     0.14794   0.06977 
  10489.548     0.04914   0.06005 
  10490.633     0.00887   0.05835 
  10491.719     0.10236   0.05330 
  10492.805     0.09126   0.04828 
  10493.891     0.13777   0.04254 
  10494.977     0.13130   0.04173 
  10496.063     0.09798   0.03796 
  10497.149     0.13927   0.03812 
  10498.235     0.24443   0.03951 
  10499.321     0.15347   0.04446 
  10500.407     0.19036   0.05017 
  10501.493     0.13448   0.12803 
  10502.579     0.21893   0.05059 
  10503.665     0.09298   0.04701 
  10504.751     0.10831   0.04094 
  10505.837     0.03686   0.04229 
  10506.923    -0.01456   0.04255 
  10508.009    -0.02108   0.04614 
  10509.095     0.16784   0.05877 
  10510.181     0.12095   0.12032 
  10511.267     0.01979   0.13548 
  10512.353     0.10432   0.13798 
  10513.439     0.16960   0.13004 
  10514.525     0.08791   0.09605 
  10515.611     0.13401   0.20365 
  10516.697     0.06881   0.05991 
  10517.783     0.10280   0.05844 
  10518.869     0.23118   0.05733 
  10519.955     0.03118   0.05227 
  10521.041     0.08288   0.05519 
  10522.127     0.08490   0.04110 
  10523.213     0.03766   0.04022 
  10524.299     0.18132   0.05132 
  10525.385     0.17908   0.11776 
  10526.471     0.10579   0.20090 
  10527.557     0.63206   0.19636 
  10528.643    -0.02220   0.19214 
  10529.729     0.25986   0.13803 
  10530.814     0.16032   0.05623 
  10531.900     0.05125   0.03907 
  10532.986     0.05946   0.03853 
  10534.072    -0.01971   0.04290 
  10535.158     0.08783   0.03660 
  10536.244     0.14670   0.03720 
  10537.330     0.15410   0.03763 
  10538.416     0.18297   0.03797 
  10539.502     0.04368   0.04145 
  10540.588     0.08232   0.06047 
  10541.674    -0.00504   0.03880 
  10542.760     0.05543   0.03734 
  10543.846     0.02745   0.03700 
  10544.932    -0.07653   0.04103 
  10546.018     0.07423   0.03956 
  10547.104     0.02256   0.03662 
  10548.190     0.06076   0.03802 
  10549.276     0.10882   0.04722 
  10550.362     0.10654   0.03793 
  10551.448    -0.06270   0.04072 
  10552.534    -0.02654   0.04115 
  10553.620     0.13844   0.05018 
  10554.706    -0.01110   0.04974 
  10555.792     0.01227   0.05066 
  10556.878     0.00204   0.04457 
  10557.964     0.07080   0.04152 
  10559.050     0.09341   0.03692 
  10560.136     0.19480   0.03829 
  10561.222     0.16412   0.04006 
  10562.308     0.13343   0.03696 
  10563.394     0.05872   0.03862 
  10564.480     0.02642   0.03845 
  10565.566     0.04719   0.03707 
  10566.652     0.05051   0.03764 
  10567.738    -0.00627   0.03893 
  10568.824     0.14223   0.03844 
  10569.910     0.06591   0.03849 
  10570.995     0.16284   0.04396 
  10572.081     0.21972   0.04608 
  10573.167     0.06564   0.06646 
  10574.253     0.09947   0.09080 
  10575.339    -0.09065   0.09258 
  10576.425     0.26931   0.09077 
  10577.511     0.33133   0.07036 
  10578.597     0.07161   0.04209 
  10579.683    -0.00049   0.03785 
  10580.769     0.11671   0.04377 
  10581.855     0.07031   0.03886 
  10582.941     0.23813   0.03701 
  10584.027     0.14848   0.03680 
  10585.113     0.05231   0.04571 
  10586.199     0.07843   0.07450 
  10587.285     0.13849   0.11195 
  10588.371    -0.04891   0.12584 
  10589.457     0.00010   0.12330 
  10590.543     0.06320   0.10159 
  10591.629     0.03431   0.06205 
  10592.715     0.01926   0.30999 
  10593.801     0.04802   0.07326 
  10594.887     0.05044   0.03820 
  10595.973     0.20743   0.04175 
  10597.059     0.06756   0.04373 
  10598.145     0.12630   0.04493 
  10599.231     0.11801   0.04763 
  10600.317     0.12790   0.04901 
  10601.403     0.12381   0.04833 
  10602.489     0.18186   0.04790 
  10603.575     0.05486   0.05258 
  10604.661     0.08287   0.04572 
  10605.747     0.12921   0.04047 
  10606.833     0.23027   0.04089 
  10607.919     0.15223   0.04050 
  10609.005     0.08944   0.03999 
  10610.090     0.17184   0.04261 
  10611.176     0.16457   0.03942 
  10612.262     0.23582   0.04002 
  10613.348     0.14264   0.04403 
  10614.434     0.09496   0.04169 
  10615.520     0.08296   0.03865 
  10616.606     0.00981   0.04087 
  10617.692    -0.01674   0.03767 
  10618.778     0.06309   0.03784 
  10619.864     0.04854   0.03810 
  10620.950     0.05697   0.03950 
  10622.036     0.04622   0.04516 
  10623.122     0.04670   0.04121 
  10624.208     0.13370   0.04361 
  10625.294    -0.00051   0.03893 
  10626.380     0.11271   0.04128 
  10627.466     0.06564   0.04204 
  10628.552     0.14341   0.04066 
  10629.638     0.11468   0.04262 
  10630.724     0.07492   0.03992 
