   # lambda  flux(e-/s)    stddev 
   9909.638    -0.03368   0.03132 
   9910.724    -0.02172   0.02966 
   9911.810    -0.05468   0.03004 
   9912.896    -0.10617   0.03055 
   9913.982    -0.23328   0.03944 
   9915.068    -0.15209   0.08925 
   9916.154    -0.04304   0.17771 
   9917.240    -0.45925   0.17011 
   9918.326     0.03747   0.16907 
   9919.412     0.01240   0.11524 
   9920.498    -0.05502   0.08272 
   9921.584     0.01450   0.05292 
   9922.670     0.02001   0.03247 
   9923.756    -0.01208   0.02877 
   9924.842     0.02797   0.02909 
   9925.928    -0.02947   0.02911 
   9927.014    -0.00067   0.03168 
   9928.100     0.04258   0.03051 
   9929.186    -0.03549   0.02912 
   9930.271    -0.09383   0.02872 
   9931.357     0.01750   0.02944 
   9932.443    -0.07934   0.05038 
   9933.529     0.00166   0.03239 
   9934.615    -0.02317   0.02925 
   9935.701     0.05533   0.02908 
   9936.787    -0.01427   0.03144 
   9937.873     0.04395   0.03506 
   9938.959     0.00099   0.05873 
   9940.045    -0.01959   0.04813 
   9941.131     0.04891   0.03726 
   9942.217     0.08063   0.08550 
   9943.303     0.11191   0.11516 
   9944.389     0.02850   0.12043 
   9945.475     0.15810   0.13037 
   9946.561    -0.01323   0.14716 
   9947.647     0.00054   0.22296 
   9948.733    -0.45300   0.16928 
   9949.819    -0.45938   0.17838 
   9950.905    -0.06586   0.14287 
   9951.991     0.01136   0.18974 
   9953.077     0.09789   0.07277 
   9954.163     0.06737   0.04837 
   9955.249     0.02541   0.03993 
   9956.335     0.02786   0.05086 
   9957.421    -0.14408   0.10860 
   9958.507    -0.02084   0.14421 
   9959.593    -0.28204   0.14573 
   9960.679    -0.18319   0.14056 
   9961.765    -0.27727   0.14654 
   9962.851    -0.18798   0.13007 
   9963.937     0.26736   0.18531 
   9965.023     0.17881   0.16241 
   9966.109    -0.04837   0.14777 
   9967.195    -0.09208   0.06897 
   9968.281     0.12446   0.03732 
   9969.367     0.02848   0.03289 
   9970.452    -0.03899   0.03187 
   9971.538    -0.02982   0.15968 
   9972.624    -0.09478   0.23540 
   9973.710    -0.03311   0.08486 
   9974.796     0.00177   0.10118 
   9975.882     0.12556   0.08669 
   9976.968     0.06974   0.07038 
   9978.054    -0.04877   0.04885 
   9979.140     0.03117   0.04683 
   9980.226    -0.04093   0.04814 
   9981.312     0.03202   0.07355 
   9982.398     0.03978   0.04986 
   9983.484     0.04116   0.05040 
   9984.570    -0.09740   0.15439 
   9985.656    -0.15992   0.03241 
   9986.742    -0.07764   0.03032 
   9987.828    -0.04294   0.03865 
   9988.914     0.03314   0.03389 
   9990.000     0.06431   0.03296 
   9991.086    -0.01652   0.03115 
   9992.172    -0.05982   0.03195 
   9993.258    -0.05577   0.03279 
   9994.344    -0.00807   0.03127 
   9995.430    -0.07975   0.03080 
   9996.516     0.11251   0.03022 
   9997.602     0.06457   0.03125 
   9998.688    -0.00225   0.03287 
   9999.774    -0.06027   0.03886 
  10000.860     0.01238   0.06351 
  10001.946     0.05008   0.09709 
  10003.032    -0.27445   0.07993 
  10004.118     0.07432   0.07703 
  10005.204     0.11760   0.05284 
  10006.290     0.02086   0.03697 
  10007.376     0.10340   0.03306 
  10008.462     0.06180   0.03155 
  10009.548     0.05150   0.03154 
  10010.633     0.09042   0.03392 
  10011.719    -0.00796   0.04902 
  10012.805    -0.05512   0.09319 
  10013.891    -0.00565   0.18307 
  10014.977    -0.16421   0.22154 
  10016.063    -0.45453   0.23442 
  10017.149    -0.49792   0.21844 
  10018.235    -0.26625   0.13445 
  10019.321     0.02161   0.05750 
  10020.407    -0.07689   0.03615 
  10021.493    -0.06921   0.04042 
  10022.579    -0.00929   0.04544 
  10023.665    -0.08326   0.04779 
  10024.751     0.02453   0.05145 
  10025.837     0.06012   0.07880 
  10026.923    -0.04797   0.12160 
  10028.009     0.08221   0.12800 
  10029.095     0.10287   0.14001 
  10030.181    -0.05116   0.09120 
  10031.267     0.04538   0.04338 
  10032.353    -0.00669   0.03832 
  10033.439    -0.02836   0.04307 
  10034.525     0.03556   0.03549 
  10035.611    -0.02446   0.03387 
  10036.697    -0.02354   0.03526 
  10037.783    -0.12813   0.03722 
  10038.869    -0.04382   0.04053 
  10039.955     0.05962   0.04123 
  10041.041    -0.10546   0.04567 
  10042.127    -0.10978   0.04742 
  10043.213     0.00997   0.04105 
  10044.299     0.03225   0.06384 
  10045.385    -0.03336   0.08136 
  10046.471    -0.11643   0.08402 
  10047.557    -0.08317   0.07836 
  10048.643    -0.03771   0.05051 
  10049.729     0.05523   0.03364 
  10050.814     0.07886   0.03064 
  10051.900     0.04638   0.03505 
  10052.986    -0.03897   0.03557 
  10054.072     0.02265   0.03176 
  10055.158     0.08652   0.03130 
  10056.244     0.02577   0.03312 
  10057.330     0.01516   0.03107 
  10058.416    -0.03575   0.03253 
  10059.502     0.00707   0.04224 
  10060.588     0.04051   0.06930 
  10061.674    -0.24385   0.15781 
  10062.760     0.01792   0.11758 
  10063.846     0.22735   0.11244 
  10064.932    -0.06853   0.09869 
  10066.018     0.00195   0.05893 
  10067.104     0.02243   0.04629 
  10068.190    -0.12067   0.05267 
  10069.276    -0.03500   0.05665 
  10070.362    -0.06733   0.06070 
  10071.448     0.05326   0.07890 
  10072.534     0.19089   0.07904 
  10073.620     0.22878   0.07837 
  10074.706     0.03149   0.07739 
  10075.792    -0.07546   0.05733 
  10076.878     0.02469   0.03889 
  10077.964     0.02623   0.03683 
  10079.050     0.17299   0.03888 
  10080.136     0.14953   0.03710 
  10081.222     0.05256   0.03830 
  10082.308     0.06001   0.05491 
  10083.394     0.08679   0.14424 
  10084.480     0.05608   0.23592 
  10085.566     0.27889   0.17687 
  10086.652     0.42357   0.16401 
  10087.738     0.07573   0.07645 
  10088.824     0.15197   0.04393 
  10089.910     0.05550   0.03491 
  10090.995     0.20778   0.03477 
  10092.081     0.03337   0.03537 
  10093.167     0.11878   0.03499 
  10094.253    -0.00456       nan 
  10095.339    -0.11938   0.03659 
  10096.425     0.08339   0.03762 
  10097.511     0.11744   0.03941 
  10098.597     0.09597   0.04244 
  10099.683     0.10755   0.04378 
  10100.769     0.05556   0.04438 
  10101.855     0.07398   0.04369 
  10102.941    -0.02339   0.04517 
  10104.027    -0.02164   0.06884 
  10105.113    -0.05965   0.11450 
  10106.199     0.06338   0.13415 
  10107.285     0.27100   0.12223 
  10108.371     0.21813   0.08796 
  10109.457     0.12395   0.04766 
  10110.543     0.04364   0.03588 
  10111.629    -0.01235   0.08051 
  10112.715    -0.04975   0.03653 
  10113.801    -0.01157   0.03396 
  10114.887     0.10774   0.03408 
  10115.973     0.02018   0.03265 
  10117.059     0.05256   0.03253 
  10118.145     0.06858   0.03251 
  10119.231     0.04338   0.05613 
  10120.317    -0.08823   0.09613 
  10121.403     0.05630   0.04063 
  10122.489    -0.01600   0.10201 
  10123.575    -0.05542   0.05464 
  10124.661     0.11603   0.12636 
  10125.747     0.00729   0.19515 
  10126.833    -0.06078   0.24796 
  10127.919     0.26799   0.19537 
  10129.005     0.06919   0.12461 
  10130.090     0.18182   0.07358 
  10131.176     0.11412   0.09542 
  10132.262     0.09157   0.04735 
  10133.348    -0.03549   0.04586 
  10134.434     0.02940   0.05045 
  10135.520     0.00397   0.05237 
  10136.606     0.01678   0.14353 
  10137.692    -0.01356   0.05053 
  10138.778     0.13525   0.03785 
  10139.864     0.03584   0.03661 
  10140.950     0.09366   0.03695 
  10142.036     0.01941   0.03730 
  10143.122     0.01903   0.04540 
  10144.208     0.03868   0.08756 
  10145.294     0.06810   0.05920 
  10146.380    -0.04906   0.05949 
  10147.466    -0.03979   0.06404 
  10148.552    -0.06735   0.08354 
  10149.638    -0.06553   0.06894 
  10150.724     0.00183   0.06632 
  10151.810     0.08021   0.07681 
  10152.896     0.00713   0.07304 
  10153.982    -0.08026   0.14197 
  10155.068     0.20603   0.12624 
  10156.154     0.24750   0.12519 
  10157.240    -0.06034   0.11636 
  10158.326     0.00121   0.08692 
  10159.412     0.25143   0.07732 
  10160.498     0.03821   0.12183 
  10161.584     0.08776   0.10172 
  10162.670     0.11376   0.12150 
  10163.756     0.02366   0.05812 
  10164.842    -0.00728   0.12968 
  10165.928    -0.19592   0.06773 
  10167.014     0.10752   0.07645 
  10168.100    -0.02646   0.08527 
  10169.186     0.10309   0.09176 
  10170.271    -0.05602   0.05234 
  10171.357    -0.05570   0.06414 
  10172.443     0.05130   0.14020 
  10173.529     0.43812   0.22949 
  10174.615     0.40289   0.31115 
  10175.701     0.09084   0.23031 
  10176.787    -0.00730   0.13635 
  10177.873     0.06631   0.05213 
  10178.959     0.00166   0.03835 
  10180.045    -0.02037   0.03653 
  10181.131    -0.02139   0.13337 
  10182.217    -0.08760   0.11155 
  10183.303     0.04702   0.10412 
  10184.389    -0.17651   0.09517 
  10185.475     0.06728   0.13946 
  10186.561     0.01570   0.06378 
  10187.647     0.10240   0.04716 
  10188.733     0.11691   0.04671 
  10189.819     0.15292   0.07341 
  10190.905     0.09479   0.18278 
  10191.991    -0.06826   0.18124 
  10193.077    -0.04315   0.20740 
  10194.163    -0.00019   0.17045 
  10195.249    -0.07146   0.06923 
  10196.335    -0.04972   0.04596 
  10197.421     0.01926   0.04483 
  10198.507    -0.00904   0.04485 
  10199.593    -0.00855   0.04564 
  10200.679    -0.04050   0.04269 
  10201.765     0.05562   0.04361 
  10202.851     0.02958   0.05222 
  10203.937     0.11370   0.09573 
  10205.023    -0.01043   0.12012 
  10206.109    -0.03091   0.14007 
  10207.195    -0.00573   0.12137 
  10208.281    -0.07853   0.09585 
  10209.367     0.20169   0.07824 
  10210.452     0.10557   0.10674 
  10211.538     0.13513   0.15440 
  10212.624     0.27497   0.21764 
  10213.710     0.77729   0.24115 
  10214.796     0.71972   0.19880 
  10215.882     0.02462   0.13705 
  10216.968     0.16911   0.05359 
  10218.054     0.08441   0.04182 
  10219.140     0.10022   0.03831 
  10220.226     0.11323   0.03916 
  10221.312     0.06474   0.04099 
  10222.398     0.04358   0.04490 
  10223.484    -0.02308   0.05024 
  10224.570    -0.06460   0.04512 
  10225.656    -0.00941   0.07071 
  10226.742     0.04607   0.11788 
  10227.828     0.06167   0.14636 
  10228.914    -0.11278   0.17925 
  10230.000    -0.04271   0.14918 
  10231.086     0.22968   0.13923 
  10232.172     0.13691   0.12395 
  10233.258     0.10907   0.12558 
  10234.344     0.17172   0.12511 
  10235.430    -0.09305   0.10089 
  10236.516    -0.01225   0.08660 
  10237.602    -0.03945   0.05458 
  10238.688     0.01333   0.04040 
  10239.774    -0.04569   0.03767 
  10240.860    -0.06246   0.04001 
  10241.946    -0.07476   0.03861 
  10243.032     0.04097   0.03745 
  10244.118     0.12251   0.03940 
  10245.204     0.06707   0.03727 
  10246.290     0.10320   0.03628 
  10247.376    -0.01144   0.03611 
  10248.462    -0.04090   0.03728 
  10249.548    -0.01474   0.03454 
  10250.633     0.06444   0.03514 
  10251.719     0.16053   0.03459 
  10252.805     0.10283   0.03455 
  10253.891     0.08104   0.03847 
  10254.977     0.04338   0.03701 
  10256.063     0.11253   0.03721 
  10257.149    -0.01432   0.04556 
  10258.235     0.00353   0.04235 
  10259.321     0.04778   0.04204 
  10260.407     0.11437   0.04102 
  10261.493    -0.00289   0.04401 
  10262.579    -0.01150   0.04244 
  10263.665    -0.05917   0.03839 
  10264.751    -0.09505   0.03899 
  10265.837     0.02354   0.04313 
  10266.923     0.02383   0.04538 
  10268.009     0.04962   0.04590 
  10269.095     0.04801   0.04474 
  10270.181    -0.01758   0.04579 
  10271.267    -0.09198   0.05667 
  10272.353    -0.00775   0.07973 
  10273.439     0.05870   0.08576 
  10274.525     0.09282   0.09023 
  10275.611     0.24510   0.07522 
  10276.697     0.10060   0.05453 
  10277.783     0.14413   0.04255 
  10278.869     0.09255   0.04067 
  10279.955     0.03836   0.03983 
  10281.041     0.06568   0.04090 
  10282.127     0.02338   0.03993 
  10283.213     0.16730   0.06931 
  10284.299     0.07571   0.05096 
  10285.385     0.07876   0.08200 
  10286.471    -0.34971   0.14123 
  10287.557    -0.41065   0.30240 
  10288.643     0.17307   0.35530 
  10289.729     0.45971   0.35012 
  10290.814    -0.15555   0.33105 
  10291.900     0.16090   0.14629 
  10292.986     0.06375   0.07173 
  10294.072     0.03767   0.06935 
  10295.158     0.14440   0.07305 
  10296.244     0.27309   0.10476 
  10297.330     0.54928   0.18905 
  10298.416     0.29127   0.19651 
  10299.502    -0.02963   0.20834 
  10300.588    -0.03910   0.16640 
  10301.674     0.10438       nan 
  10302.760     0.07797   0.04299 
  10303.846     0.04463   0.04265 
  10304.932    -0.15972   0.04485 
  10306.018    -0.13025   0.05007 
  10307.104     0.02246   0.05757 
  10308.190     0.10646   0.05389 
  10309.276     0.10624   0.06210 
  10310.362    -0.16117   0.09121 
  10311.448    -0.09052   0.11113 
  10312.534     0.04202   0.11274 
  10313.620     0.08061   0.11479 
  10314.706    -0.11407   0.10025 
  10315.792    -0.08655   0.04305 
  10316.878     0.03361   0.04255 
  10317.964     0.04075   0.04062 
  10319.050     0.05270   0.04905 
  10320.136     0.14553   0.04229 
  10321.222     0.10471   0.03640 
  10322.308    -0.10483   0.03531 
  10323.394     0.03469   0.04083 
  10324.480     0.10434   0.04128 
  10325.566     0.00236   0.04116 
  10326.652     0.02400   0.04472 
  10327.738    -0.04984   0.05581 
  10328.824     0.00148   0.07114 
  10329.910     0.06273   0.07287 
  10330.995    -0.11441   0.06388 
  10332.081     0.04348   0.05492 
  10333.167     0.01018   0.04744 
  10334.253    -0.01555   0.03680 
  10335.339    -0.01492   0.03690 
  10336.425     0.01781   0.04647 
  10337.511     0.00533   0.03626 
  10338.597     0.07731   0.03617 
  10339.683     0.04342   0.03837 
  10340.769    -0.17347   0.05413 
  10341.855    -0.02634   0.06930 
  10342.941    -0.01982   0.06901 
  10344.027     0.04374   0.06783 
  10345.113    -0.05990   0.05459 
  10346.199     0.01962   0.04579 
  10347.285     0.14216   0.06171 
  10348.371     0.26644   0.13613 
  10349.457     0.06708   0.16364 
  10350.543    -0.09937   0.16372 
  10351.629    -0.07276   0.14898 
  10352.715     0.15434   0.07680 
  10353.801     0.05142   0.05805 
  10354.887    -0.05333   0.07125 
  10355.973     0.03604   0.08624 
  10357.059     0.07799   0.08885 
  10358.145     0.09457   0.08114 
  10359.231     0.08557   0.06130 
  10360.317    -0.01372   0.04183 
  10361.403    -0.12827   0.03786 
  10362.489    -0.09677   0.03845 
  10363.575    -0.00435   0.03677 
  10364.661    -0.04134   0.03757 
  10365.747    -0.07637   0.04037 
  10366.833    -0.16406   0.03841 
  10367.919    -0.03583   0.03803 
  10369.005    -0.00677   0.03889 
  10370.090     0.09573   0.03986 
  10371.176     0.03252   0.04201 
  10372.262    -0.06672   0.05639 
  10373.348     0.05574   0.14458 
  10374.434     0.22467   0.29417 
  10375.520     0.40556   0.29127 
  10376.606     0.41431   0.29238 
  10377.692    -0.04534   0.20133 
  10378.778    -0.05362   0.06754 
  10379.864     0.01670   0.04420 
  10380.950    -0.02422   0.04042 
  10382.036     0.05781   0.03991 
  10383.122     0.14339   0.03928 
  10384.208     0.15603   0.03898 
  10385.294    -0.00701   0.03902 
  10386.380     0.10794   0.03828 
  10387.466     0.05392   0.03790 
  10388.552     0.05131   0.04017 
  10389.638     0.02015   0.04192 
  10390.724    -0.00938   0.06013 
  10391.810     0.02473   0.04211 
  10392.896    -0.00746   0.04157 
  10393.982    -0.05390   0.04482 
  10395.068     0.05564   0.04352 
  10396.154     0.00228   0.05278 
  10397.240    -0.05669   0.11690 
  10398.326    -0.05391   0.19436 
  10399.412     0.33151   0.18463 
  10400.498     0.30206   0.17968 
  10401.584     0.04730   0.11393 
  10402.670     0.02063   0.05329 
  10403.756     0.05126   0.04382 
  10404.842     0.12425   0.04424 
  10405.928     0.06251   0.04346 
  10407.014     0.07456   0.04213 
  10408.100     0.05112   0.04213 
  10409.186     0.06616   0.04597 
  10410.271    -0.06543   0.05211 
  10411.357    -0.00086   0.05210 
  10412.443     0.11702   0.06085 
  10413.529     0.07209   0.05440 
  10414.615     0.01373   0.04372 
  10415.701    -0.02345   0.04820 
  10416.787    -0.06143   0.05595 
  10417.873    -0.02845   0.07333 
  10418.959     0.56724   0.18368 
  10420.045     0.88950   0.30827 
  10421.131     0.03298   0.30780 
  10422.217     0.42696   0.30116 
  10423.303    -0.14386   0.19797 
  10424.389     0.04932   0.08249 
  10425.475     0.01682   0.06328 
  10426.561    -0.04950   0.06121 
  10427.647    -0.14594   0.05683 
  10428.733     0.01003   0.05664 
  10429.819     0.05982   0.06419 
  10430.905     0.02181   0.07016 
  10431.991    -0.05348   0.08597 
  10433.077    -0.04827   0.06359 
  10434.163    -0.08792   0.05363 
  10435.249     0.01741   0.04212 
  10436.335     0.17118   0.03914 
  10437.421     0.16027   0.03854 
  10438.507     0.03107   0.03802 
  10439.593     0.03290   0.03816 
  10440.679     0.03990   0.03756 
  10441.765     0.05763   0.03649 
  10442.851     0.06745   0.03652 
  10443.937     0.15492   0.03653 
  10445.023    -0.01623   0.03922 
  10446.109     0.01718   0.04201 
  10447.195     0.04568   0.04685 
  10448.281     0.04448   0.05242 
  10449.367    -0.17297   0.04462 
  10450.452    -0.10789   0.06239 
  10451.538     0.00284   0.13870 
  10452.624    -0.34846   0.18321 
  10453.710    -0.06606   0.17110 
  10454.796     0.10330   0.15522 
  10455.882    -0.03034   0.07565 
  10456.968     0.04546   0.04240 
  10458.054     0.22760   0.03791 
  10459.140    -0.02205   0.03723 
  10460.226    -0.09226   0.03744 
  10461.312     0.03627   0.03760 
  10462.398    -0.04551   0.03723 
  10463.484    -0.03550   0.03782 
  10464.570    -0.00544   0.03810 
  10465.656    -0.06470   0.03887 
  10466.742     0.02046   0.04156 
  10467.828     0.00583   0.04609 
  10468.914     0.17644   0.07489 
  10470.000     0.12760   0.20219 
  10471.086     0.13577   0.25581 
  10472.172    -0.32913   0.26554 
  10473.258    -0.64474   0.25392 
  10474.344    -0.15333   0.11313 
  10475.430    -0.21554   0.05122 
  10476.516     0.02501   0.04180 
  10477.602    -0.06152   0.03993 
  10478.688    -0.04703   0.03884 
  10479.774     0.03038   0.04062 
  10480.860     0.15176   0.03980 
  10481.946    -0.01319   0.03900 
  10483.032    -0.05002   0.03885 
  10484.118    -0.06566   0.04076 
  10485.204    -0.00534   0.03841 
  10486.290    -0.06518   0.03867 
  10487.376     0.11288   0.04488 
  10488.462     0.06053   0.05601 
  10489.548     0.11215   0.05923 
  10490.633    -0.11389   0.06262 
  10491.719    -0.06521   0.05555 
  10492.805    -0.00501   0.04515 
  10493.891     0.07031       nan 
  10494.977     0.02046       nan 
  10496.063     0.13108   0.04123 
  10497.149     0.00545   0.04036 
  10498.235     0.06284   0.04537 
  10499.321     0.04190   0.04880 
  10500.407     0.11696   0.04889 
  10501.493    -0.04713   0.04914 
  10502.579    -0.12758   0.04795 
  10503.665    -0.06247   0.04407 
  10504.751    -0.05336   0.04077 
  10505.837    -0.00880   0.04146 
  10506.923     0.10668   0.04252 
  10508.009     0.03020   0.04617 
  10509.095     0.10812   0.05666 
  10510.181     0.20469   0.10921 
  10511.267    -0.09691   0.13590 
  10512.353     0.05170   0.14269 
  10513.439     0.24128   0.13064 
  10514.525     0.02030   0.08063 
  10515.611    -0.13935   0.06125 
  10516.697    -0.15209   0.05962 
  10517.783     0.03618   0.06336 
  10518.869     0.27266   0.05757 
  10519.955     0.00529   0.05045 
  10521.041    -0.00835   0.04306 
  10522.127     0.03542   0.04340 
  10523.213     0.07474   0.04470 
  10524.299     0.06309   0.05144 
  10525.385    -0.16020   0.11708 
  10526.471     0.11280   0.18692 
  10527.557     0.00956   0.20690 
  10528.643    -0.35439   0.20302 
  10529.729    -0.08988   0.12653 
  10530.814     0.19115   0.05493 
  10531.900    -0.00208   0.03944 
  10532.986    -0.03359   0.03753 
  10534.072    -0.09979   0.03705 
  10535.158     0.02083   0.03618 
  10536.244     0.05751   0.03674 
  10537.330     0.03893   0.03895 
  10538.416     0.21164   0.03887 
  10539.502     0.07521   0.03809 
  10540.588     0.10706   0.03790 
  10541.674     0.09109   0.03769 
  10542.760    -0.02339   0.03692 
  10543.846    -0.03694   0.03946 
  10544.932    -0.02329   0.04031 
  10546.018     0.01612   0.03659 
  10547.104     0.13433   0.03617 
  10548.190     0.14767   0.04027 
  10549.276     0.05997   0.05138 
  10550.362     0.07044   0.03754 
  10551.448    -0.03858   0.03972 
  10552.534     0.05533   0.04523 
  10553.620     0.00368   0.04879 
  10554.706    -0.09437   0.05375 
  10555.792    -0.03718   0.05015 
  10556.878    -0.17414   0.04663 
  10557.964    -0.00831   0.03983 
  10559.050    -0.00395   0.03728 
  10560.136     0.11012   0.03740 
  10561.222     0.02774   0.03793 
  10562.308     0.06173   0.03706 
  10563.394    -0.00839   0.03668 
  10564.480    -0.03755   0.03819 
  10565.566    -0.02417   0.03679 
  10566.652    -0.04675   0.03654 
  10567.738    -0.03410   0.03930 
  10568.824     0.03934   0.03729 
  10569.910     0.05633   0.03793 
  10570.995    -0.09410   0.03840 
  10572.081    -0.06410   0.04170 
  10573.167    -0.11122   0.06577 
  10574.253    -0.02454   0.09046 
  10575.339     0.05016   0.09698 
  10576.425    -0.16790   0.09518 
  10577.511    -0.02523   0.06647 
  10578.597    -0.06243   0.04196 
  10579.683     0.03244   0.04131 
  10580.769     0.05747   0.03764 
  10581.855     0.02725   0.03764 
  10582.941     0.01903   0.03689 
  10584.027    -0.02321   0.03672 
  10585.113     0.03097   0.04012 
  10586.199    -0.01648   0.06801 
  10587.285    -0.02658   0.11056 
  10588.371    -0.17202   0.12450 
  10589.457     0.15684   0.12324 
  10590.543     0.00010   0.11189 
  10591.629    -0.02943   0.06360 
  10592.715     0.06707   0.04394 
  10593.801    -0.03973   0.04045 
  10594.887    -0.00545   0.03828 
  10595.973    -0.03778   0.04118 
  10597.059    -0.08861   0.04346 
  10598.145    -0.08148   0.04542 
  10599.231     0.02202   0.04823 
  10600.317     0.04954   0.04819 
  10601.403     0.07460   0.04877 
  10602.489     0.09552   0.04761 
  10603.575     0.13041   0.04508 
  10604.661     0.06896   0.04471 
  10605.747     0.08761   0.04429 
  10606.833     0.12036   0.05960 
  10607.919    -0.00733   0.07222 
  10609.005    -0.01379   0.04555 
  10610.090     0.03590   0.04075 
  10611.176     0.05545   0.04173 
  10612.262     0.01009   0.04045 
  10613.348    -0.02200   0.04006 
  10614.434    -0.04583   0.03869 
  10615.520    -0.08797   0.03949 
  10616.606    -0.01881   0.04008 
  10617.692     0.00559   0.03983 
  10618.778     0.10171   0.03864 
  10619.864     0.17936   0.03841 
  10620.950    -0.03727   0.03817 
