   # lambda  flux(e-/s)    stddev 
   9812.986    -0.06310   0.05086 
   9814.072    -0.06266   0.05371 
   9815.158    -0.01461   0.05505 
   9816.244    -0.11271   0.05899 
   9817.330    -0.05425   0.04101 
   9818.416     0.08477   0.03653 
   9819.502    -0.02699   0.03722 
   9820.588     0.07663   0.03659 
   9821.674    -0.01764   0.03692 
   9822.760    -0.13362   0.03306 
   9823.846    -0.08394   0.02421 
   9824.932     0.05273   0.02352 
   9826.018     0.01056   0.02489 
   9827.104    -0.04806   0.02612 
   9828.190    -0.13643   0.02893 
   9829.276    -0.00723   0.03505 
   9830.362    -0.06927   0.03349 
   9831.448    -0.08322   0.03734 
   9832.534    -0.05646   0.04576 
   9833.620    -0.05350   0.03005 
   9834.706    -0.08715   0.02972 
   9835.792    -0.00734   0.02362 
   9836.878     0.00783   0.03117 
   9837.964    -0.04571   0.03993 
   9839.050     0.02491   0.02332 
   9840.136     0.00716   0.02370 
   9841.222     0.06194   0.02464 
   9842.308     0.02480   0.03205 
   9843.394    -0.04247   0.03597 
   9844.480    -0.04090   0.02696 
   9845.566    -0.01853   0.02267 
   9846.652     0.00926   0.02317 
   9847.738     0.00564   0.02889 
   9848.824    -0.18794   0.04719 
   9849.910    -0.11859   0.07207 
   9850.995    -0.15140   0.07539 
   9852.081     0.04151   0.07505 
   9853.167    -0.06377   0.06088 
   9854.253    -0.06572   0.03159 
   9855.339    -0.04984   0.02695 
   9856.425    -0.03148   0.02249 
   9857.511    -0.03819   0.02229 
   9858.597    -0.03991   0.02363 
   9859.683     0.00398   0.02439 
   9860.769     0.02160   0.02225 
   9861.855    -0.12461   0.02183 
   9862.941    -0.11588   0.02246 
   9864.027    -0.08562   0.02346 
   9865.113    -0.15275   0.02352 
   9866.199    -0.06886   0.02268 
   9867.285    -0.02597   0.02266 
   9868.371     0.04378   0.02375 
   9869.457    -0.03038   0.02443 
   9870.543     0.02333   0.02572 
   9871.629    -0.00436   0.03748 
   9872.715    -0.14326   0.09133 
   9873.801     0.06551   0.13086 
   9874.887     0.18015   0.13377 
   9875.973     0.06455   0.13141 
   9877.059    -0.03799   0.08880 
   9878.145     0.09298   0.03911 
   9879.231     0.11338   0.02665 
   9880.317     0.03625   0.03465 
   9881.403    -0.00001   0.02569 
   9882.489     0.00205   0.02350 
   9883.575    -0.09082   0.02383 
   9884.661    -0.04312   0.02529 
   9885.747    -0.02900   0.02690 
   9886.833     0.00614   0.03093 
   9887.919     0.03213   0.03517 
   9889.005    -0.12302   0.03672 
   9890.090    -0.11509   0.04201 
   9891.176    -0.11597   0.02868 
   9892.262    -0.05286   0.02489 
   9893.348     0.04519   0.02697 
   9894.434     0.02058   0.03567 
   9895.520    -0.13907   0.07350 
   9896.606    -0.09157   0.09555 
   9897.692    -0.03036   0.10316 
   9898.778    -0.18848   0.09208 
   9899.864    -0.08176   0.06283 
   9900.950     0.01591   0.03347 
   9902.036    -0.10577   0.03353 
   9903.122    -0.09624   0.02819 
   9904.208    -0.04925   0.02728 
   9905.294     0.00204   0.02602 
   9906.380    -0.08559   0.02654 
   9907.466    -0.04462   0.02391 
   9908.552     0.04018   0.02699 
   9909.638     0.03999   0.02464 
   9910.724     0.04062   0.02481 
   9911.810    -0.07690   0.02547 
   9912.896     0.04434   0.02716 
   9913.982     0.04895   0.03800 
   9915.068    -0.03932   0.09123 
   9916.154     0.09734   0.14319 
   9917.240    -0.26762   0.14829 
   9918.326    -0.23076   0.14890 
   9919.412    -0.25797   0.11279 
   9920.498     0.04985   0.04276 
   9921.584    -0.04354   0.02659 
   9922.670     0.06005   0.02530 
   9923.756    -0.01161   0.02641 
   9924.842     0.02227   0.02476 
   9925.928    -0.04695   0.02418 
   9927.014    -0.04399   0.02423 
   9928.100     0.02907   0.02414 
   9929.186     0.00001   0.02413 
   9930.271     0.02900   0.02390 
   9931.357    -0.01242   0.02526 
   9932.443    -0.06857   0.02789 
   9933.529    -0.01636   0.02622 
   9934.615     0.04115   0.02470 
   9935.701     0.05676   0.02496 
   9936.787     0.01398   0.02558 
   9937.873    -0.08909   0.02597 
   9938.959     0.01308   0.06130 
   9940.045    -0.01629   0.02694 
   9941.131    -0.04857   0.03427 
   9942.217    -0.00193   0.07911 
   9943.303    -0.27290   0.10482 
   9944.389    -0.08219   0.11099 
   9945.475     0.15240   0.12302 
   9946.561     0.25805   0.14018 
   9947.647     0.13771   0.15296 
   9948.733    -0.11959   0.18962 
   9949.819     0.00923   0.15807 
   9950.905     0.21701   0.13252 
   9951.991    -0.01918   0.09561 
   9953.077     0.07540   0.06454 
   9954.163     0.08951   0.04222 
   9955.249     0.02673   0.03364 
   9956.335     0.06051   0.04767 
   9957.421     0.20226   0.11294 
   9958.507    -0.04962   0.13681 
   9959.593    -0.32702   0.20758 
   9960.679    -0.11771   0.14371 
   9961.765    -0.12404   0.11206 
   9962.851    -0.31162   0.12185 
   9963.937    -0.29689   0.13511 
   9965.023     0.09969   0.13040 
   9966.109     0.22315   0.12226 
   9967.195     0.12489   0.06774 
   9968.281     0.03499   0.03212 
   9969.367     0.03285   0.02808 
   9970.452    -0.05029   0.02691 
   9971.538    -0.01096   0.03420 
   9972.624     0.05466   0.15362 
   9973.710     0.04698   0.07310 
   9974.796     0.07740   0.08848 
   9975.882    -0.05940   0.07751 
   9976.968    -0.08125   0.06575 
   9978.054     0.12508   0.04679 
   9979.140    -0.04507   0.04144 
   9980.226    -0.01069   0.04226 
   9981.312     0.02088   0.04374 
   9982.398     0.07304   0.04736 
   9983.484     0.06152   0.04109 
   9984.570    -0.08304   0.03391 
   9985.656    -0.03174   0.02735 
   9986.742     0.03282   0.02503 
   9987.828     0.05006   0.02536 
   9988.914     0.01000   0.02644 
   9990.000     0.00514   0.02603 
   9991.086    -0.01798   0.02594 
   9992.172    -0.07439   0.02831 
   9993.258     0.00048   0.02642 
   9994.344    -0.02980   0.02619 
   9995.430    -0.01889   0.02605 
   9996.516     0.02763   0.02582 
   9997.602    -0.03780   0.02574 
   9998.688    -0.01416   0.02630 
   9999.774     0.00922   0.03322 
  10000.860    -0.02017   0.06131 
  10001.946    -0.10924   0.07686 
  10003.032     0.01744   0.07289 
  10004.118    -0.00186   0.07062 
  10005.204    -0.07748   0.05327 
  10006.290    -0.11143   0.03450 
  10007.376    -0.05445   0.02701 
  10008.462    -0.11686   0.02593 
  10009.548    -0.08909   0.02906 
  10010.633     0.01575   0.03451 
  10011.719     0.09101   0.04572 
  10012.805    -0.02711   0.09200 
  10013.891    -0.10385   0.17213 
  10014.977    -0.03342   0.20079 
  10016.063     0.27664   0.21207 
  10017.149     0.19464   0.18536 
  10018.235     0.03092   0.11365 
  10019.321     0.07250   0.05848 
  10020.407    -0.05258   0.03548 
  10021.493    -0.03235   0.03309 
  10022.579    -0.02411   0.03964 
  10023.665     0.07857   0.04129 
  10024.751     0.01258   0.04841 
  10025.837     0.04339   0.07795 
  10026.923     0.31226   0.10983 
  10028.009     0.12660   0.11239 
  10029.095     0.09739   0.11646 
  10030.181     0.19169   0.09310 
  10031.267     0.10351   0.04239 
  10032.353    -0.11384   0.03139 
  10033.439    -0.12836   0.02909 
  10034.525    -0.05193   0.02981 
  10035.611    -0.06513   0.02961 
  10036.697    -0.07600   0.03247 
  10037.783     0.01285   0.03449 
  10038.869    -0.01186   0.03542 
  10039.955    -0.02722   0.03721 
  10041.041     0.01383   0.03473 
  10042.127    -0.04524   0.03587 
  10043.213    -0.01516   0.03832 
  10044.299     0.04906   0.05920 
  10045.385     0.15788   0.07148 
  10046.471    -0.00406   0.07218 
  10047.557     0.01176   0.06932 
  10048.643     0.11823   0.05111 
  10049.729     0.05122   0.02942 
  10050.814     0.01081   0.02487 
  10051.900     0.01920   0.02518 
  10052.986     0.00156   0.02538 
  10054.072    -0.04839   0.02545 
  10055.158    -0.00501   0.02516 
  10056.244     0.03185   0.02395 
  10057.330     0.01688   0.02401 
  10058.416     0.04458   0.02696 
  10059.502     0.00189   0.04148 
  10060.588    -0.00818   0.05872 
  10061.674    -0.03294   0.09009 
  10062.760     0.08039   0.10583 
  10063.846     0.01912   0.09831 
  10064.932    -0.00284   0.08849 
  10066.018     0.10669   0.05971 
  10067.104    -0.07192   0.04236 
  10068.190    -0.06089   0.04994 
  10069.276     0.00554   0.05070 
  10070.362    -0.02409   0.05473 
  10071.448    -0.06010   0.06668 
  10072.534     0.04189   0.07198 
  10073.620     0.07438   0.07046 
  10074.706    -0.02977   0.06927 
  10075.792    -0.08508   0.05418 
  10076.878    -0.14196   0.03558 
  10077.964    -0.03319   0.03006 
  10079.050    -0.00108   0.02998 
  10080.136     0.04656   0.03118 
  10081.222    -0.05319   0.03563 
  10082.308    -0.01504   0.06234 
  10083.394    -0.01594   0.14154 
  10084.480     0.05260   0.15642 
  10085.566     0.12847   0.15989 
  10086.652    -0.02798   0.15319 
  10087.738     0.13049   0.07613 
  10088.824    -0.02192   0.03525 
  10089.910    -0.01986   0.03021 
  10090.995    -0.02045   0.02844 
  10092.081    -0.05393   0.02877 
  10093.167    -0.05848   0.02853 
  10094.253    -0.02710   0.02833 
  10095.339    -0.02408   0.02823 
  10096.425    -0.05420   0.03003 
  10097.511    -0.06375   0.03498 
  10098.597    -0.06936   0.03592 
  10099.683    -0.06328   0.03981 
  10100.769     0.02661   0.03912 
  10101.855     0.03692   0.03670 
  10102.941     0.03900   0.03938 
  10104.027    -0.00036   0.06847 
  10105.113    -0.05947   0.10435 
  10106.199    -0.03553   0.10865 
  10107.285     0.08792   0.14608 
  10108.371    -0.18760   0.08315 
  10109.457    -0.10372   0.03735 
  10110.543    -0.11359   0.02745 
  10111.629    -0.06088   0.02628 
  10112.715    -0.01021   0.02632 
  10113.801    -0.07569   0.02606 
  10114.887    -0.03881   0.02568 
  10115.973     0.00298   0.02574 
  10117.059    -0.02884   0.02746 
  10118.145    -0.08295   0.03158 
  10119.231    -0.04480   0.02722 
  10120.317    -0.03645   0.02746 
  10121.403    -0.07331   0.02808 
  10122.489     0.03543   0.03204 
  10123.575    -0.08133   0.05110 
  10124.661    -0.05468   0.13263 
  10125.747    -0.15072   0.17610 
  10126.833    -0.05206   0.18457 
  10127.919     0.29811   0.17821 
  10129.005    -0.08853   0.11193 
  10130.090    -0.07859   0.05245 
  10131.176     0.08181   0.03055 
  10132.262    -0.01446   0.03956 
  10133.348     0.03309   0.03960 
  10134.434     0.10964   0.04728 
  10135.520     0.13006   0.04714 
  10136.606    -0.01253   0.04464 
  10137.692    -0.11079   0.03824 
  10138.778    -0.11383   0.03168 
  10139.864    -0.08685   0.03264 
  10140.950    -0.05856   0.03159 
  10142.036     0.04963   0.02994 
  10143.122     0.03046   0.03290 
  10144.208     0.07578   0.04017 
  10145.294     0.08702   0.04844 
  10146.380     0.10578   0.05232 
  10147.466    -0.05163   0.05868 
  10148.552    -0.04072   0.05391 
  10149.638    -0.02472   0.05520 
  10150.724    -0.11020   0.06459 
  10151.810    -0.03778   0.17983 
  10152.896     0.04131   0.07016 
  10153.982     0.12906   0.10585 
  10155.068     0.10421   0.11575 
  10156.154     0.01275   0.11362 
  10157.240     0.03389   0.11990 
  10158.326     0.01757   0.25208 
  10159.412    -0.04988   0.07526 
  10160.498     0.06734   0.07855 
  10161.584     0.09376   0.08607 
  10162.670    -0.04261   0.07860 
  10163.756     0.00529   0.05798 
  10164.842     0.08714   0.05706 
  10165.928     0.06798   0.06051 
  10167.014     0.03076   0.06088 
  10168.100    -0.01540   0.06268 
  10169.186    -0.01713   0.05731 
  10170.271    -0.01460   0.04650 
  10171.357    -0.13547   0.07014 
  10172.443    -0.17038   0.27959 
  10173.529    -0.16746   0.19654 
  10174.615     0.02027   0.20154 
  10175.701    -0.16473   0.20708 
  10176.787    -0.14286   0.13564 
  10177.873    -0.08253   0.04975 
  10178.959    -0.02726   0.03406 
  10180.045     0.03144   0.03071 
  10181.131    -0.05844   0.04632 
  10182.217     0.06532   0.07710 
  10183.303    -0.07258   0.08948 
  10184.389     0.01450   0.09165 
  10185.475    -0.02794   0.08080 
  10186.561    -0.04845   0.05276 
  10187.647    -0.10424   0.04046 
  10188.733     0.03821   0.04161 
  10189.819    -0.08654   0.07094 
  10190.905    -0.02631   0.14607 
  10191.991     0.25817   0.16108 
  10193.077     0.16872   0.16130 
  10194.163     0.11767   0.14462 
  10195.249    -0.02857   0.06840 
  10196.335    -0.10699   0.04074 
  10197.421    -0.02977   0.04593 
  10198.507     0.02071   0.03803 
  10199.593     0.06872   0.03769 
  10200.679     0.01829   0.03852 
  10201.765     0.16474   0.04889 
  10202.851     0.04208   0.11004 
  10203.937     0.05616   0.09962 
  10205.023     0.03361   0.10788 
  10206.109    -0.02260   0.10776 
  10207.195    -0.12600   0.10442 
  10208.281     0.03486   0.07564 
  10209.367     0.13836   0.07597 
  10210.452     0.23234   0.11148 
  10211.538    -0.03408   0.23022 
  10212.624    -0.12506   0.23088 
  10213.710    -0.11552   0.19294 
  10214.796    -0.44924   0.17831 
  10215.882    -0.19044   0.14909 
  10216.968     0.00074   0.05128 
  10218.054    -0.11361   0.04659 
  10219.140     0.01183   0.02952 
  10220.226    -0.10832   0.03061 
  10221.312    -0.09663   0.03421 
  10222.398    -0.08163   0.03705 
  10223.484    -0.03430   0.03712 
  10224.570    -0.06949   0.03821 
  10225.656    -0.14993   0.05499 
  10226.742    -0.18751   0.10979 
  10227.828    -0.23120   0.13229 
  10228.914    -0.29261   0.13796 
  10230.000    -0.19743   0.20081 
  10231.086     0.01171   0.12051 
  10232.172     0.29318   0.11198 
  10233.258    -0.00289   0.11144 
  10234.344     0.03621   0.11141 
  10235.430    -0.12457   0.09839 
  10236.516    -0.04240   0.09453 
  10237.602    -0.02540   0.03725 
  10238.688    -0.02043   0.04024 
  10239.774    -0.04371   0.02932 
  10240.860    -0.10286   0.02817 
  10241.946    -0.02378   0.02875 
  10243.032    -0.00619   0.02893 
  10244.118    -0.00560   0.03395 
  10245.204    -0.03237   0.03126 
  10246.290    -0.03192   0.02908 
  10247.376     0.06399   0.02855 
  10248.462     0.03845   0.02821 
  10249.548     0.00246   0.03965 
  10250.633    -0.00493   0.02946 
  10251.719     0.09599   0.04200 
  10252.805    -0.02546   0.02733 
  10253.891    -0.06450   0.02750 
  10254.977     0.01776   0.03020 
  10256.063     0.04742   0.02925 
  10257.149     0.01249   0.03197 
  10258.235    -0.00945   0.03304 
  10259.321     0.04449   0.03738 
  10260.407     0.01431   0.03365 
  10261.493     0.05748   0.03074 
  10262.579    -0.00546   0.02894 
  10263.665    -0.00778   0.02984 
  10264.751    -0.02533   0.03164 
  10265.837    -0.00426   0.03305 
  10266.923    -0.00010   0.03889 
  10268.009    -0.05103   0.04161 
  10269.095     0.03192   0.03686 
  10270.181    -0.13651   0.03851 
  10271.267    -0.10594   0.05554 
  10272.353     0.03983   0.07246 
  10273.439    -0.11875   0.07728 
  10274.525     0.02470   0.07703 
  10275.611    -0.12100   0.06991 
  10276.697    -0.07126   0.04489 
  10277.783    -0.12866   0.03556 
  10278.869    -0.11368   0.03347 
  10279.955     0.04809   0.03279 
  10281.041    -0.02334   0.03681 
  10282.127     0.02287   0.03623 
  10283.213     0.04311   0.05180 
  10284.299     0.01781   0.04088 
  10285.385     0.00697   0.07351 
  10286.471     0.02994   0.13573 
  10287.557    -0.34337   0.32205 
  10288.643     0.04747   0.45883 
  10289.729     0.55884   0.31650 
  10290.814     0.36426   0.29210 
  10291.900     0.34568   0.15594 
  10292.986     0.00864   0.06882 
  10294.072    -0.01771   0.06160 
  10295.158     0.03115   0.06516 
  10296.244     0.17220   0.11526 
  10297.330    -0.04667   0.16490 
  10298.416     0.13488   0.17338 
  10299.502     0.00565   0.17217 
  10300.588     0.16830   0.14966 
  10301.674     0.13808   0.06889 
  10302.760     0.01195   0.04484 
  10303.846    -0.07791   0.09447 
  10304.932     0.03755   0.11230 
  10306.018    -0.03831   0.08196 
  10307.104    -0.05163   0.09323 
  10308.190    -0.03122   0.04625 
  10309.276    -0.05920   0.05484 
  10310.362    -0.03306   0.08443 
  10311.448    -0.08218   0.10928 
  10312.534    -0.05470   0.10147 
  10313.620     0.00511   0.09615 
  10314.706     0.04244   0.06667 
  10315.792    -0.03294   0.03705 
  10316.878    -0.01313   0.03197 
  10317.964     0.00607   0.03147 
  10319.050     0.02395   0.03092 
  10320.136    -0.04657   0.03206 
  10321.222    -0.11226   0.02908 
  10322.308    -0.02742   0.03245 
  10323.394    -0.01030   0.03162 
  10324.480    -0.05468   0.03343 
  10325.566    -0.03638   0.03444 
  10326.652     0.15771   0.03874 
  10327.738     0.00308   0.05316 
  10328.824     0.02129   0.05533 
  10329.910     0.08812   0.06449 
  10330.995     0.04371   0.05803 
  10332.081     0.02171   0.04992 
  10333.167     0.04955   0.03892 
  10334.253     0.13382   0.03708 
  10335.339     0.00154   0.03095 
  10336.425     0.04033   0.03575 
  10337.511     0.08516   0.02957 
  10338.597     0.10626   0.02969 
  10339.683    -0.07684   0.03286 
  10340.769    -0.05114   0.04901 
  10341.855     0.01572   0.06086 
  10342.941     0.12239   0.06240 
  10344.027    -0.03246   0.06136 
  10345.113     0.02334   0.05019 
  10346.199     0.01306   0.04012 
  10347.285    -0.03293   0.05941 
  10348.371     0.04092   0.12775 
  10349.457    -0.04374   0.14826 
  10350.543     0.16863   0.14856 
  10351.629     0.18432   0.13990 
  10352.715     0.16296   0.07931 
  10353.801     0.05133   0.05341 
  10354.887    -0.01108   0.06543 
  10355.973    -0.07979   0.07512 
  10357.059     0.00084   0.07536 
  10358.145     0.03245   0.07127 
  10359.231     0.04514   0.05311 
  10360.317    -0.01099   0.03467 
  10361.403    -0.03203   0.03028 
  10362.489     0.04576   0.02959 
  10363.575    -0.01899   0.03117 
  10364.661     0.04852   0.02967 
  10365.747    -0.02042   0.03075 
  10366.833    -0.12318   0.03282 
  10367.919     0.01855   0.03178 
  10369.005    -0.05596   0.03236 
  10370.090    -0.10147   0.03293 
  10371.176     0.00080   0.03507 
  10372.262    -0.14304   0.04756 
  10373.348     0.08314   0.13798 
  10374.434     0.09690   0.26402 
  10375.520    -0.03082   0.26060 
  10376.606    -0.35658   0.26081 
  10377.692     0.03026   0.25527 
  10378.778     0.04238   0.07042 
  10379.864     0.00751   0.04165 
  10380.950    -0.02802   0.03380 
  10382.036    -0.08352   0.03224 
  10383.122    -0.12029   0.05293 
  10384.208    -0.03666   0.03154 
  10385.294    -0.02856   0.03182 
  10386.380     0.01699   0.03448 
  10387.466     0.04537   0.03187 
  10388.552    -0.04115   0.03534 
  10389.638     0.00077   0.03246 
  10390.724    -0.02028   0.03335 
  10391.810    -0.04299   0.03630 
  10392.896     0.06137   0.03943 
  10393.982    -0.01316   0.03606 
  10395.068     0.00260   0.03732 
  10396.154     0.13977   0.04895 
  10397.240    -0.20692   0.12934 
  10398.326    -0.59455   0.19542 
  10399.412    -0.17994   0.26344 
  10400.498    -0.07491   0.17681 
  10401.584    -0.31381   0.12688 
  10402.670    -0.10152   0.05181 
  10403.756     0.00358   0.03947 
  10404.842     0.02250   0.04126 
  10405.928     0.06799   0.03777 
  10407.014    -0.03776   0.03541 
  10408.100    -0.04514   0.03560 
  10409.186     0.10078   0.03955 
  10410.271    -0.01024   0.04216 
  10411.357    -0.11259   0.04543 
  10412.443    -0.02108   0.04546 
  10413.529    -0.07048   0.07204 
  10414.615     0.04135   0.04955 
  10415.701    -0.03101   0.04188 
  10416.787     0.01640   0.04781 
  10417.873     0.11117   0.06875 
  10418.959    -0.08854   0.17780 
  10420.045     0.48120   0.27213 
  10421.131     0.03214   0.27789 
  10422.217    -0.47825   0.28303 
  10423.303     0.31722   0.20443 
  10424.389    -0.05920   0.08139 
  10425.475     0.02252   0.05482 
  10426.561    -0.11953   0.05183 
  10427.647    -0.09759   0.04804 
  10428.733     0.13997   0.04666 
  10429.819     0.06404   0.05441 
  10430.905    -0.01711   0.05886 
  10431.991    -0.07534   0.06558 
  10433.077    -0.06285   0.07477 
  10434.163     0.00203   0.04326 
  10435.249     0.00074   0.03397 
  10436.335    -0.01818   0.03143 
  10437.421     0.03357   0.03204 
  10438.507    -0.01354   0.03097 
  10439.593     0.00286   0.02978 
  10440.679    -0.04267   0.02982 
  10441.765    -0.03744   0.03704 
  10442.851    -0.07267   0.04311 
  10443.937     0.03933   0.03137 
  10445.023     0.08718   0.03055 
  10446.109    -0.00811   0.03153 
  10447.195    -0.01803   0.03877 
  10448.281    -0.06955   0.03739 
  10449.367    -0.06271   0.03751 
  10450.452    -0.01453   0.05791 
  10451.538     0.03595   0.13228 
  10452.624     0.17439   0.15398 
  10453.710     0.16104   0.15437 
  10454.796     0.17576   0.14542 
  10455.882     0.14871   0.07878 
  10456.968     0.04435   0.03803 
  10458.054    -0.01183   0.03170 
  10459.140    -0.03128   0.03030 
  10460.226     0.02953   0.02972 
  10461.312     0.11441   0.08775 
  10462.398     0.07464   0.03073 
  10463.484     0.01398   0.03121 
  10464.570     0.10121   0.03162 
  10465.656    -0.07327   0.03245 
  10466.742     0.02788   0.03351 
  10467.828    -0.03346   0.03926 
  10468.914    -0.06621   0.08109 
  10470.000    -0.26260   0.19700 
  10471.086    -0.24228   0.25283 
  10472.172    -0.33704   0.23353 
  10473.258    -0.12894   0.21792 
  10474.344    -0.08230   0.11561 
  10475.430    -0.14474   0.04773 
  10476.516    -0.08471   0.04109 
  10477.602    -0.18053   0.03309 
  10478.688    -0.04064   0.03199 
  10479.774    -0.00593   0.03112 
  10480.860    -0.04763   0.03128 
  10481.946    -0.09745   0.03160 
  10483.032    -0.07976   0.03157 
  10484.118    -0.05815   0.03169 
  10485.204    -0.04041   0.03647 
  10486.290    -0.08888   0.03254 
  10487.376    -0.01905   0.03878 
  10488.462     0.06991   0.04863 
  10489.548     0.11257   0.05773 
  10490.633     0.15237   0.05038 
  10491.719     0.05652   0.04545 
  10492.805     0.01940   0.03531 
  10493.891    -0.08502   0.03263 
  10494.977    -0.02468   0.03278 
  10496.063    -0.02743   0.03116 
  10497.149    -0.03636   0.03154 
  10498.235     0.01274   0.03406 
  10499.321    -0.01366   0.03935 
  10500.407    -0.11598   0.04206 
  10501.493    -0.06845   0.04186 
  10502.579    -0.04313   0.04091 
  10503.665     0.05368   0.04025 
  10504.751    -0.01650   0.03628 
  10505.837     0.01061   0.03364 
  10506.923    -0.05164   0.03482 
  10508.009     0.04658   0.03668 
  10509.095     0.04940   0.05149 
  10510.181     0.15705   0.10521 
  10511.267     0.00085   0.12346 
  10512.353    -0.13074   0.14483 
  10513.439     0.01678   0.13724 
  10514.525     0.01843   0.07867 
  10515.611    -0.06764   0.05524 
  10516.697    -0.05763   0.05547 
  10517.783    -0.05885   0.05109 
  10518.869    -0.05204   0.04996 
  10519.955     0.05854   0.04394 
  10521.041     0.03210   0.04725 
  10522.127    -0.09711   0.03411 
  10523.213     0.04018   0.03479 
  10524.299     0.04313   0.04890 
  10525.385     0.01679   0.11697 
  10526.471    -0.05052   0.16821 
  10527.557    -0.37407   0.17511 
  10528.643    -0.22595   0.16881 
  10529.729     0.02400   0.13107 
  10530.814    -0.00899   0.05583 
  10531.900    -0.02368   0.03527 
  10532.986    -0.10100   0.03262 
  10534.072    -0.04075   0.03194 
  10535.158    -0.00453   0.03007 
  10536.244     0.04698   0.03034 
  10537.330     0.01521   0.03058 
  10538.416     0.01484   0.03058 
  10539.502    -0.06060   0.03071 
  10540.588     0.03209   0.03029 
  10541.674    -0.07760   0.03041 
  10542.760     0.01533   0.02993 
  10543.846    -0.00530   0.02947 
  10544.932     0.04732   0.02930 
  10546.018     0.00423   0.03289 
  10547.104     0.10131   0.07524 
  10548.190     0.05260   0.03657 
  10549.276     0.03316   0.03145 
  10550.362     0.05453   0.03027 
  10551.448    -0.00487   0.03113 
  10552.534     0.04520   0.03623 
  10553.620     0.08917   0.04031 
  10554.706     0.05425   0.04195 
  10555.792    -0.01753   0.05290 
  10556.878     0.06600   0.04102 
  10557.964     0.03596   0.03313 
  10559.050    -0.12169   0.03155 
  10560.136    -0.04725   0.03071 
  10561.222    -0.00179   0.02970 
  10562.308     0.00449   0.02901 
  10563.394    -0.06964   0.02868 
  10564.480    -0.10576   0.02890 
  10565.566    -0.11482   0.02943 
  10566.652    -0.05925   0.03135 
  10567.738    -0.04272   0.02888 
  10568.824     0.02139   0.02942 
  10569.910     0.02801   0.03033 
  10570.995     0.01895   0.03070 
  10572.081     0.05352   0.03550 
  10573.167     0.07316   0.06128 
  10574.253     0.12011   0.08211 
  10575.339     0.04917   0.08662 
  10576.425     0.06199   0.08447 
  10577.511     0.08373   0.06322 
  10578.597     0.02848   0.03640 
  10579.683     0.04793   0.03066 
  10580.769     0.06037   0.03005 
  10581.855     0.06593   0.02982 
  10582.941     0.10472   0.02974 
  10584.027     0.05874   0.02977 
  10585.113     0.00996   0.03601 
  10586.199    -0.07865   0.07308 
  10587.285    -0.07348   0.11069 
  10588.371    -0.08194   0.10999 
  10589.457     0.07957   0.11234 
  10590.543     0.06869   0.09426 
  10591.629    -0.10485   0.05466 
  10592.715    -0.11503   0.03724 
  10593.801    -0.07069   0.03363 
  10594.887     0.05180   0.03277 
  10595.973     0.05315   0.03363 
  10597.059     0.10101   0.03543 
  10598.145     0.03311   0.03754 
  10599.231     0.07007   0.04114 
  10600.317     0.02188   0.04061 
  10601.403     0.04857   0.04026 
  10602.489     0.26101   0.04089 
  10603.575     0.50535   0.03856 
  10604.661     1.15485   0.03685 
  10605.747     1.49584   0.03585 
  10606.833     1.19562   0.03415 
  10607.919     0.60730   0.03324 
  10609.005     0.16735   0.03234 
  10610.090     0.07573   0.03202 
  10611.176     0.00555   0.03182 
  10612.262     0.16882   0.03216 
