   # lambda  flux(e-/s)    stddev 
   9861.855     0.02425   0.02134 
   9862.941     0.02221   0.02063 
   9864.027     0.04529   0.02107 
   9865.113     0.03165   0.02001 
   9866.199     0.02741   0.01934 
   9867.285     0.00569   0.01932 
   9868.371     0.01399   0.02017 
   9869.457    -0.00188   0.04143 
   9870.543     0.00937   0.03489 
   9871.629     0.10920   0.02958 
   9872.715     0.17775   0.07535 
   9873.801     0.11130   0.12281 
   9874.887     0.13162   0.10918 
   9875.973    -0.00205   0.10368 
   9877.059    -0.01577   0.06107 
   9878.145    -0.02701   0.07882 
   9879.231     0.03700   0.02194 
   9880.317     0.02421   0.03569 
   9881.403     0.03907   0.02233 
   9882.489    -0.02307   0.02033 
   9883.575     0.03180   0.02072 
   9884.661    -0.03343   0.02199 
   9885.747     0.02740   0.02802 
   9886.833    -0.01118   0.02695 
   9887.919     0.01418   0.02850 
   9889.005    -0.00223   0.02677 
   9890.090    -0.02861   0.02606 
   9891.176    -0.03401   0.02264 
   9892.262     0.00137   0.02052 
   9893.348    -0.01445   0.02212 
   9894.434    -0.07444   0.03632 
   9895.520     0.04552   0.05836 
   9896.606    -0.07631   0.07198 
   9897.692    -0.03632   0.07323 
   9898.778    -0.04046   0.06921 
   9899.864     0.02829   0.04104 
   9900.950    -0.02333   0.02687 
   9902.036    -0.06353   0.02577 
   9903.122     0.03201   0.02324 
   9904.208     0.06506   0.02310 
   9905.294     0.01978   0.02177 
   9906.380    -0.06760   0.02021 
   9907.466     0.01579   0.02014 
   9908.552     0.08697   0.02039 
   9909.638     0.00940   0.02185 
   9910.724     0.03460   0.02133 
   9911.810     0.00936   0.03449 
   9912.896    -0.06073   0.02423 
   9913.982     0.04572   0.02996 
   9915.068     0.01513   0.06785 
   9916.154     0.02821   0.11296 
   9917.240     0.10602   0.11690 
   9918.326     0.30637   0.11689 
   9919.412     0.10636   0.08007 
   9920.498     0.00392   0.02986 
   9921.584     0.02762   0.02432 
   9922.670     0.05067   0.02110 
   9923.756    -0.06248   0.02077 
   9924.842    -0.02180   0.02566 
   9925.928    -0.01731   0.02354 
   9927.014     0.03484   0.02223 
   9928.100     0.02879   0.02016 
   9929.186     0.04135   0.02020 
   9930.271    -0.02565   0.02122 
   9931.357     0.04926   0.02119 
   9932.443     0.09606   0.02122 
   9933.529     0.07287   0.02137 
   9934.615     0.05826   0.02155 
   9935.701     0.10048   0.02279 
   9936.787     0.01545   0.02204 
   9937.873    -0.01737   0.03974 
   9938.959    -0.04844   0.02374 
   9940.045     0.03874   0.02185 
   9941.131    -0.00543   0.02599 
   9942.217    -0.00132   0.05545 
   9943.303    -0.00752   0.08360 
   9944.389    -0.14469   0.09554 
   9945.475    -0.04915   0.17093 
   9946.561    -0.00638   0.10597 
   9947.647     0.13153   0.13567 
   9948.733    -0.14944   0.12234 
   9949.819     0.05790   0.13687 
   9950.905    -0.00203   0.09873 
   9951.991     0.11017   0.06835 
   9953.077     0.04328   0.04559 
   9954.163     0.02701   0.03204 
   9955.249     0.00684   0.02665 
   9956.335    -0.01159   0.08888 
   9957.421    -0.10325   0.08970 
   9958.507    -0.04454   0.10228 
   9959.593     0.02593   0.10282 
   9960.679     0.05678   0.09893 
   9961.765    -0.00585   0.08035 
   9962.851     0.09448   0.10504 
   9963.937     0.33512   0.11629 
   9965.023     0.16723   0.10856 
   9966.109     0.03593   0.09488 
   9967.195    -0.00048   0.04430 
   9968.281     0.05712   0.03081 
   9969.367     0.08060   0.03223 
   9970.452     0.09459   0.02320 
   9971.538     0.00394   0.02910 
   9972.624    -0.09628   0.03859 
   9973.710    -0.12143   0.05693 
   9974.796    -0.09754   0.06226 
   9975.882    -0.08000   0.06684 
   9976.968     0.11606   0.05199 
   9978.054     0.04544   0.04612 
   9979.140     0.02044   0.05176 
   9980.226     0.02140   0.06025 
   9981.312     0.14441   0.04736 
   9982.398    -0.01278   0.03554 
   9983.484    -0.07039   0.02905 
   9984.570     0.05113   0.02537 
   9985.656     0.11618   0.02191 
   9986.742     0.10159   0.02124 
   9987.828     0.02139   0.02179 
   9988.914     0.02334   0.02469 
   9990.000     0.01209   0.02201 
   9991.086     0.08779   0.02178 
   9992.172     0.05724   0.04178 
   9993.258     0.01581   0.02378 
   9994.344     0.06447   0.02158 
   9995.430     0.00579   0.02320 
   9996.516    -0.01350   0.02340 
   9997.602     0.04372   0.03051 
   9998.688     0.08967   0.02391 
   9999.774    -0.06498   0.02642 
  10000.860     0.00465   0.04523 
  10001.946     0.16096   0.05540 
  10003.032     0.13312   0.05667 
  10004.118    -0.00551   0.05441 
  10005.204     0.03108   0.03695 
  10006.290     0.00344   0.02616 
  10007.376    -0.06383   0.02304 
  10008.462     0.09244   0.02184 
  10009.548     0.04423   0.02205 
  10010.633     0.06828   0.02455 
  10011.719     0.03075   0.05196 
  10012.805     0.13494   0.07621 
  10013.891     0.14176   0.13308 
  10014.977     0.10713   0.15687 
  10016.063    -0.02470   0.15807 
  10017.149     0.11961   0.14043 
  10018.235    -0.00228   0.08938 
  10019.321    -0.01947   0.04417 
  10020.407     0.03129   0.02829 
  10021.493    -0.01008   0.02760 
  10022.579     0.08932   0.03300 
  10023.665     0.04342   0.03748 
  10024.751     0.05435   0.04267 
  10025.837     0.12785   0.07229 
  10026.923     0.17391   0.08966 
  10028.009     0.06848   0.08883 
  10029.095    -0.01357   0.08817 
  10030.181    -0.12744   0.07705 
  10031.267    -0.03720   0.03627 
  10032.353    -0.03410   0.03563 
  10033.439     0.04222   0.03332 
  10034.525    -0.00763   0.03040 
  10035.611    -0.00435   0.02408 
  10036.697     0.00945   0.02724 
  10037.783     0.07052   0.03197 
  10038.869     0.04974   0.03189 
  10039.955     0.05434   0.02937 
  10041.041     0.02751   0.02795 
  10042.127     0.05134   0.03025 
  10043.213     0.00594   0.03088 
  10044.299     0.01616   0.04712 
  10045.385    -0.00991   0.05737 
  10046.471    -0.02466   0.05811 
  10047.557    -0.11767   0.05698 
  10048.643    -0.05005   0.03855 
  10049.729     0.02558   0.03246 
  10050.814     0.03369   0.02555 
  10051.900    -0.03321   0.02348 
  10052.986    -0.02610   0.03738 
  10054.072     0.06547   0.02247 
  10055.158     0.01125   0.02142 
  10056.244    -0.00878   0.02169 
  10057.330    -0.00186   0.02176 
  10058.416     0.02156   0.02288 
  10059.502    -0.03941   0.03053 
  10060.588     0.01143   0.04817 
  10061.674     0.07806   0.09177 
  10062.760     0.00377   0.07904 
  10063.846     0.09448   0.08144 
  10064.932     0.02065   0.08203 
  10066.018    -0.02260   0.04146 
  10067.104    -0.00163   0.03695 
  10068.190    -0.00692   0.03792 
  10069.276     0.04816   0.04004 
  10070.362    -0.04050   0.04309 
  10071.448     0.00873   0.05163 
  10072.534     0.11115   0.05595 
  10073.620    -0.00575   0.05434 
  10074.706    -0.00421   0.05279 
  10075.792    -0.08141   0.06189 
  10076.878     0.12971   0.02980 
  10077.964     0.14939   0.02453 
  10079.050     0.10308   0.02483 
  10080.136    -0.01013   0.02659 
  10081.222    -0.11508   0.02746 
  10082.308    -0.01098   0.04148 
  10083.394    -0.12108   0.10407 
  10084.480    -0.05558   0.12517 
  10085.566     0.06010   0.12520 
  10086.652    -0.10163   0.11620 
  10087.738     0.00366   0.05883 
  10088.824    -0.06787   0.02741 
  10089.910     0.05628   0.02421 
  10090.995     0.10282   0.02373 
  10092.081     0.05007   0.02403 
  10093.167    -0.02656   0.02567 
  10094.253     0.06096   0.02452 
  10095.339     0.00916   0.02400 
  10096.425     0.02826   0.02496 
  10097.511    -0.02369   0.02744 
  10098.597    -0.00634   0.02931 
  10099.683     0.00204   0.03038 
  10100.769     0.00240   0.03003 
  10101.855    -0.05395   0.02853 
  10102.941    -0.03417   0.02964 
  10104.027     0.16276   0.05091 
  10105.113     0.17057   0.08197 
  10106.199    -0.01111   0.08463 
  10107.285     0.01150   0.08385 
  10108.371    -0.10964   0.06091 
  10109.457     0.02967   0.03165 
  10110.543     0.05028   0.02352 
  10111.629     0.05429   0.02870 
  10112.715     0.03384   0.02259 
  10113.801    -0.09184   0.02252 
  10114.887    -0.05904   0.02259 
  10115.973    -0.05995   0.02615 
  10117.059    -0.06774   0.02540 
  10118.145     0.07406   0.02266 
  10119.231     0.05153   0.02259 
  10120.317    -0.00005   0.02310 
  10121.403    -0.06010   0.02356 
  10122.489     0.09132   0.02713 
  10123.575     0.04951   0.04358 
  10124.661     0.03505   0.13506 
  10125.747    -0.02290   0.13941 
  10126.833     0.08013   0.14122 
  10127.919     0.18467   0.14207 
  10129.005    -0.22858   0.08237 
  10130.090     0.08709   0.03512 
  10131.176     0.07868   0.02625 
  10132.262    -0.00736   0.02745 
  10133.348     0.02585   0.03277 
  10134.434    -0.02187   0.03723 
  10135.520    -0.01189   0.05497 
  10136.606    -0.05305   0.05314 
  10137.692     0.13314   0.03137 
  10138.778     0.06942   0.02679 
  10139.864     0.07363   0.02940 
  10140.950     0.04184   0.03003 
  10142.036     0.02356   0.02746 
  10143.122    -0.04440       nan 
  10144.208    -0.10196   0.03386 
  10145.294     0.07265   0.04033 
  10146.380     0.16129   0.04290 
  10147.466     0.04677   0.04574 
  10148.552    -0.02477   0.04408 
  10149.638    -0.00619   0.04411 
  10150.724     0.11086   0.04616 
  10151.810    -0.05349   0.04395 
  10152.896    -0.04623   0.05168 
  10153.982    -0.04197   0.08053 
  10155.068    -0.03583   0.08876 
  10156.154    -0.02161   0.08988 
  10157.240    -0.06489   0.08281 
  10158.326    -0.10843   0.05535 
  10159.412     0.14204   0.05620 
  10160.498     0.01662   0.06091 
  10161.584     0.12755   0.06103 
  10162.670     0.07956   0.05877 
  10163.756     0.06595   0.04106 
  10164.842     0.05198   0.04007 
  10165.928     0.01314   0.06466 
  10167.014     0.01318   0.05344 
  10168.100    -0.00760   0.05181 
  10169.186    -0.05848   0.07758 
  10170.271     0.02042   0.04000 
  10171.357     0.07974   0.04698 
  10172.443    -0.05915   0.10556 
  10173.529    -0.05314   0.17867 
  10174.615     0.25054   0.15762 
  10175.701     0.17725   0.15307 
  10176.787     0.33399   0.09679 
  10177.873     0.07213   0.04498 
  10178.959     0.07496   0.02724 
  10180.045     0.04112   0.02728 
  10181.131    -0.01518   0.03633 
  10182.217    -0.00840   0.06066 
  10183.303     0.13090   0.06747 
  10184.389    -0.06292   0.06885 
  10185.475    -0.07451   0.06546 
  10186.561    -0.05211   0.04188 
  10187.647     0.02060   0.03687 
  10188.733    -0.03439   0.38816 
  10189.819     0.07176   0.08218 
  10190.905     0.18643   0.11663 
  10191.991    -0.05301   0.13033 
  10193.077     0.10665   0.27861 
  10194.163     0.20112   0.11545 
  10195.249     0.02715   0.05014 
  10196.335     0.05180   0.03308 
  10197.421     0.03875   0.03174 
  10198.507     0.08321   0.03183 
  10199.593    -0.03440   0.03515 
  10200.679    -0.03398   0.03096 
  10201.765     0.00965   0.03502 
  10202.851    -0.02356   0.08884 
  10203.937    -0.01580   0.12101 
  10205.023     0.06318   0.08561 
  10206.109     0.10253   0.08719 
  10207.195     0.06395   0.08457 
  10208.281    -0.06990   0.18157 
  10209.367    -0.00360   0.05733 
  10210.452     0.18414   0.07696 
  10211.538     0.06030   0.11389 
  10212.624     0.03433   0.15657 
  10213.710     0.17760   0.15082 
  10214.796     0.45296   0.14152 
  10215.882     0.15776   0.09686 
  10216.968    -0.06316   0.03806 
  10218.054     0.04302   0.02723 
  10219.140     0.00162   0.02566 
  10220.226     0.05417   0.02879 
  10221.312    -0.04106   0.02952 
  10222.398    -0.05141   0.03181 
  10223.484    -0.01951   0.05671 
  10224.570     0.00787   0.03227 
  10225.656    -0.08603   0.04257 
  10226.742     0.15554   0.08449 
  10227.828     0.06736   0.10398 
  10228.914    -0.04704   0.10492 
  10230.000    -0.18613   0.10871 
  10231.086     0.10142   0.08553 
  10232.172     0.01023   0.08782 
  10233.258     0.01313   0.08928 
  10234.344     0.04268   0.08904 
  10235.430    -0.08681   0.06895 
  10236.516    -0.03039   0.03710 
  10237.602     0.01752   0.04550 
  10238.688    -0.00508   0.05982 
  10239.774     0.00349   0.02645 
  10240.860     0.00541   0.02546 
  10241.946     0.04016   0.02552 
  10243.032     0.01619   0.02553 
  10244.118     0.01251   0.02613 
  10245.204    -0.01756   0.02622 
  10246.290     0.05442   0.02568 
  10247.376    -0.00511   0.02535 
  10248.462    -0.02812   0.02471 
  10249.548     0.04388   0.02421 
  10250.633    -0.01507   0.02422 
  10251.719    -0.06512   0.02448 
  10252.805     0.04064   0.02715 
  10253.891     0.03874   0.03567 
  10254.977     0.00437   0.02655 
  10256.063    -0.00883   0.02662 
  10257.149     0.01213   0.02885 
  10258.235    -0.04855   0.02966 
  10259.321     0.02621   0.02950 
  10260.407     0.01662   0.04240 
  10261.493     0.06818   0.03281 
  10262.579     0.05353   0.02610 
  10263.665     0.02371   0.02652 
  10264.751    -0.00452   0.02770 
  10265.837    -0.06055   0.02842 
  10266.923     0.01244   0.03023 
  10268.009     0.05391   0.03159 
  10269.095     0.09720   0.03226 
  10270.181     0.00797   0.03339 
  10271.267    -0.01423   0.03928 
  10272.353     0.05194   0.05906 
  10273.439     0.06911   0.06263 
  10274.525    -0.02905   0.06610 
  10275.611    -0.08984   0.08465 
  10276.697    -0.03651   0.04486 
  10277.783     0.07399   0.03044 
  10278.869     0.05160   0.02880 
  10279.955     0.09219   0.02851 
  10281.041    -0.08055   0.02940 
  10282.127    -0.07932   0.02908 
  10283.213     0.13955   0.02936 
  10284.299     0.03022   0.03307 
  10285.385    -0.00400   0.05704 
  10286.471     0.16368   0.10196 
  10287.557     0.25655   0.20520 
  10288.643     0.27694   0.25448 
  10289.729    -0.07405   0.25137 
  10290.814    -0.50046   0.23040 
  10291.900     0.01106   0.10617 
  10292.986     0.08781   0.05064 
  10294.072     0.01828   0.05229 
  10295.158    -0.03096   0.05321 
  10296.244     0.09122   0.07644 
  10297.330    -0.11340   0.13808 
  10298.416     0.23119   0.15123 
  10299.502     0.10937   0.14194 
  10300.588     0.16102   0.11810 
  10301.674     0.11787   0.04914 
  10302.760     0.03995   0.03128 
  10303.846     0.09599   0.03194 
  10304.932     0.01262   0.03430 
  10306.018     0.07262   0.03649 
  10307.104    -0.06376   0.04258 
  10308.190    -0.00965   0.04079 
  10309.276     0.07089   0.04908 
  10310.362    -0.08415   0.06618 
  10311.448    -0.09846   0.08668 
  10312.534    -0.14736   0.10583 
  10313.620    -0.04426   0.07966 
  10314.706     0.04916   0.05135 
  10315.792     0.07336   0.03340 
  10316.878     0.04881   0.02771 
  10317.964    -0.00559   0.02780 
  10319.050     0.01933   0.02757 
  10320.136    -0.05230   0.02674 
  10321.222    -0.03858   0.02549 
  10322.308    -0.03919   0.02558 
  10323.394    -0.00619   0.02716 
  10324.480    -0.00536   0.02899 
  10325.566     0.09971   0.03025 
  10326.652     0.01418   0.03837 
  10327.738     0.05412   0.03915 
  10328.824     0.00266   0.04504 
  10329.910    -0.04309   0.04775 
  10330.995    -0.05318   0.04615 
  10332.081     0.10680   0.04514 
  10333.167     0.10701   0.03184 
  10334.253     0.06194   0.02693 
  10335.339     0.05978   0.02658 
  10336.425     0.09073   0.02655 
  10337.511     0.05880   0.02621 
  10338.597    -0.04931   0.02627 
  10339.683    -0.01447   0.02801 
  10340.769     0.06945   0.03912 
  10341.855     0.07389   0.04927 
  10342.941     0.04372   0.05072 
  10344.027     0.03568   0.05328 
  10345.113     0.00867   0.04096 
  10346.199     0.01247   0.03552 
  10347.285     0.09273   0.06078 
  10348.371     0.02029   0.11285 
  10349.457    -0.05105   0.12353 
  10350.543     0.25783   0.11884 
  10351.629     0.03789   0.10922 
  10352.715    -0.00745   0.05761 
  10353.801    -0.01605   0.04086 
  10354.887     0.03239   0.05362 
  10355.973     0.04393   0.06042 
  10357.059    -0.03440   0.06034 
  10358.145    -0.00518   0.05666 
  10359.231     0.08749   0.04221 
  10360.317     0.08570   0.02992 
  10361.403     0.00955   0.02732 
  10362.489     0.05447   0.02809 
  10363.575    -0.09081   0.02716 
  10364.661    -0.05926   0.02653 
  10365.747    -0.03033   0.02710 
  10366.833     0.05992   0.02773 
  10367.919     0.08308   0.02882 
  10369.005     0.00671   0.02999 
  10370.090    -0.01185   0.04025 
  10371.176    -0.04032   0.03733 
  10372.262    -0.03360   0.07266 
  10373.348     0.25058   0.09845 
  10374.434    -0.02342   0.20058 
  10375.520     0.16784   0.20928 
  10376.606     0.11927   0.21219 
  10377.692    -0.07339   0.14976 
  10378.778     0.03506   0.05124 
  10379.864     0.05768   0.03403 
  10380.950    -0.06966   0.03890 
  10382.036     0.04563   0.02916 
  10383.122     0.11482   0.02845 
  10384.208     0.08830   0.02855 
  10385.294     0.06765   0.02857 
  10386.380    -0.03702   0.02832 
  10387.466    -0.00578   0.02797 
  10388.552     0.04739   0.02863 
  10389.638    -0.01983   0.02909 
  10390.724     0.02877   0.02965 
  10391.810     0.01510   0.02997 
  10392.896     0.00073   0.02987 
  10393.982    -0.01355   0.03351 
  10395.068    -0.02621   0.04112 
  10396.154     0.03640   0.03977 
  10397.240    -0.00030   0.08491 
  10398.326     0.01487   0.13131 
  10399.412     0.10557   0.13378 
  10400.498     0.13454   0.13944 
  10401.584     0.27174   0.08560 
  10402.670     0.17114   0.03921 
  10403.756    -0.01021   0.03148 
  10404.842    -0.03747   0.03578 
  10405.928    -0.04735   0.03205 
  10407.014    -0.04206   0.03148 
  10408.100    -0.04558   0.03158 
  10409.186     0.04040   0.03404 
  10410.271    -0.00925   0.03685 
  10411.357     0.10169   0.03898 
  10412.443     0.14512   0.04067 
  10413.529     0.02164   0.03544 
  10414.615    -0.01612   0.03216 
  10415.701    -0.01253   0.03240 
  10416.787     0.06152   0.03951 
  10417.873     0.07197   0.05301 
  10418.959    -0.14781   0.12531 
  10420.045     0.00332   0.21651 
  10421.131    -0.01886   0.22163 
  10422.217     0.30915   0.21749 
  10423.303     0.54782   0.14822 
  10424.389     0.02540   0.06888 
  10425.475     0.02026   0.04726 
  10426.561    -0.04181   0.04548 
  10427.647     0.02005   0.04175 
  10428.733     0.12875   0.04052 
  10429.819     0.21557   0.04743 
  10430.905     0.13746   0.04971 
  10431.991     0.04163   0.04956 
  10433.077     0.05331   0.04487 
  10434.163     0.02625   0.03625 
  10435.249    -0.00874   0.03021 
  10436.335     0.06547   0.02929 
  10437.421     0.09852   0.02801 
  10438.507     0.04654   0.02734 
  10439.593     0.02308   0.02818 
  10440.679     0.00780   0.02703 
  10441.765    -0.00520   0.02677 
  10442.851     0.02794   0.02703 
  10443.937     0.03021   0.02674 
  10445.023     0.04381   0.02740 
  10446.109     0.06850   0.02806 
  10447.195    -0.00629   0.03076 
  10448.281    -0.02499   0.03072 
  10449.367    -0.01626   0.03190 
  10450.452     0.05652   0.04373 
  10451.538     0.21921   0.10068 
  10452.624    -0.01039   0.12314 
  10453.710     0.27344   0.12211 
  10454.796     0.10212   0.11604 
  10455.882     0.09508   0.05937 
  10456.968    -0.04450   0.03207 
  10458.054    -0.09068   0.02813 
  10459.140     0.03516   0.02792 
  10460.226     0.07389   0.02753 
  10461.312    -0.00799   0.02754 
  10462.398     0.00842   0.03008 
  10463.484     0.01297   0.02865 
  10464.570     0.07719   0.02866 
  10465.656     0.03028   0.02867 
  10466.742     0.11518   0.02951 
  10467.828    -0.00472   0.03379 
  10468.914    -0.06816   0.05672 
  10470.000    -0.05514   0.14604 
  10471.086     0.38933   0.18879 
  10472.172     0.21326   0.18816 
  10473.258    -0.01134   0.17049 
  10474.344    -0.09029   0.08295 
  10475.430    -0.09924   0.03922 
  10476.516     0.01311   0.03163 
  10477.602     0.02341   0.02995 
  10478.688    -0.01924   0.02916 
  10479.774     0.01959   0.02875 
  10480.860     0.06314   0.02916 
  10481.946     0.02530   0.02933 
  10483.032    -0.01581   0.02879 
  10484.118    -0.03586   0.02827 
  10485.204     0.03310   0.02820 
  10486.290     0.05340   0.02828 
  10487.376     0.05757   0.03329 
  10488.462     0.02630   0.04351 
  10489.548    -0.03122   0.04600 
  10490.633     0.05666   0.04328 
  10491.719     0.10475   0.03856 
  10492.805     0.02001   0.03189 
  10493.891    -0.06236   0.03963 
  10494.977    -0.01377   0.03612 
  10496.063     0.09216   0.02974 
  10497.149     0.02414   0.03115 
  10498.235     0.10144   0.03040 
  10499.321     0.11672   0.03359 
  10500.407     0.01576   0.03717 
  10501.493     0.04668   0.03713 
  10502.579     0.09546   0.03546 
  10503.665     0.04741   0.03298 
  10504.751     0.12210   0.03066 
  10505.837     0.12570   0.03112 
  10506.923     0.00859   0.03282 
  10508.009     0.08393   0.03523 
  10509.095    -0.00138   0.04241 
  10510.181     0.09715   0.07886 
  10511.267     0.13249   0.09694 
  10512.353    -0.00840   0.09893 
  10513.439    -0.04487   0.09370 
  10514.525     0.02994   0.06944 
  10515.611     0.09971   0.05402 
  10516.697    -0.05098   0.04586 
  10517.783    -0.06436   0.04262 
  10518.869     0.14512   0.04200 
  10519.955     0.10671   0.03775 
  10521.041     0.06644   0.03390 
  10522.127     0.08491   0.03026 
  10523.213     0.03807   0.03003 
  10524.299     0.01228   0.03729 
  10525.385     0.25802   0.08111 
  10526.471    -0.17995   0.12868 
  10527.557    -0.21394   0.13386 
  10528.643    -0.11972   0.13372 
  10529.729    -0.14550   0.09411 
  10530.814    -0.04842   0.04095 
  10531.900     0.03483   0.02978 
  10532.986     0.05099   0.02778 
  10534.072     0.04946   0.02748 
  10535.158     0.06096   0.02717 
  10536.244    -0.00556   0.02736 
  10537.330    -0.03664   0.02808 
  10538.416     0.03463   0.02838 
  10539.502     0.06982   0.02835 
  10540.588     0.08169   0.02778 
  10541.674     0.03089   0.02774 
  10542.760     0.04735   0.02795 
  10543.846     0.07108   0.03075 
  10544.932     0.06926   0.02860 
  10546.018    -0.04488   0.02715 
  10547.104    -0.00135   0.02851 
  10548.190     0.06710   0.02760 
  10549.276     0.03200   0.02893 
  10550.362     0.05078   0.03159 
  10551.448     0.02399   0.03146 
  10552.534     0.01740   0.03088 
  10553.620     0.05537   0.03670 
  10554.706     0.02865   0.03819 
  10555.792     0.04343   0.03773 
  10556.878     0.05738   0.03423 
  10557.964     0.08206   0.03047 
  10559.050     0.03457   0.02783 
  10560.136     0.00919   0.02754 
  10561.222    -0.06871   0.02786 
  10562.308     0.00742   0.02767 
  10563.394     0.06672   0.02785 
  10564.480     0.11142   0.03498 
  10565.566     0.01372   0.02792 
  10566.652    -0.00964   0.02681 
  10567.738    -0.07230   0.02684 
  10568.824    -0.00541   0.02702 
  10569.910     0.03292   0.02969 
  10570.995     0.02368   0.02850 
  10572.081    -0.02365   0.03109 
  10573.167    -0.02262   0.05031 
  10574.253    -0.12180   0.06571 
  10575.339    -0.04539   0.06665 
  10576.425    -0.04006   0.06551 
  10577.511     0.00973   0.05090 
  10578.597     0.00844   0.03925 
  10579.683     0.11527   0.03115 
  10580.769     0.04272   0.02777 
  10581.855    -0.02286   0.02740 
  10582.941    -0.00853   0.02709 
  10584.027     0.02695   0.02716 
  10585.113     0.07646   0.02980 
  10586.199     0.06702   0.04936 
  10587.285    -0.07097   0.07982 
  10588.371     0.08669   0.08711 
  10589.457    -0.08932   0.08679 
  10590.543     0.02541   0.07811 
  10591.629     0.00805   0.12488 
  10592.715     0.04942   0.03331 
  10593.801     0.03882   0.03139 
  10594.887     0.01767   0.02994 
  10595.973    -0.10241   0.03117 
  10597.059     0.04592   0.03180 
  10598.145     0.06135   0.03314 
  10599.231    -0.03148   0.03739 
  10600.317    -0.03030   0.03656 
  10601.403     0.01167   0.03514 
  10602.489     0.17643   0.03767 
  10603.575     0.32834   0.05149 
  10604.661     0.41519   0.03487 
  10605.747     0.46265   0.03704 
  10606.833     0.42460   0.02959 
  10607.919     0.26219   0.02975 
  10609.005     0.14010   0.03899 
  10610.090     0.16308   0.03338 
  10611.176     0.14377   0.03099 
  10612.262     0.11688   0.02931 
  10613.348    -0.07246   0.03267 
  10614.434    -0.05888   0.02909 
  10615.520     0.07310   0.02885 
  10616.606     0.16992   0.02850 
  10617.692     0.02099   0.02798 
  10618.778     0.07142   0.02895 
  10619.864    -0.01486   0.02909 
  10620.950     0.06745   0.02790 
